user_id,total_transactions,total_quantity,avg_rating_given,std_rating_given,unique_products_bought,avg_quantity_per_txn,first_purchase,last_purchase,days_since_last_purchase,purchase_frequency,total_events,total_sessions,avg_page_duration,unique_products_viewed,cart_adds,searches,engagement_score,age,gender_encoded,location_encoded,is_premium,age_normalized,days_since_signup,conversion_rate
U0112,11,31.0,3.5454545454545454,1.2135597524338355,11,2.8181818181818183,2024-01-21 13:38:00,2024-12-19 06:15:00,578,0.990990990990991,38,38,30.81578947368421,35,3,3,28.24473684210526,58,1,9,False,0.8695652173913043,781,0.3142857142857143
U0113,13,36.0,3.923076923076923,0.6405126152203485,13,2.769230769230769,2024-01-09 08:59:00,2024-12-03 02:48:00,594,1.1854103343465046,19,19,26.57894736842105,19,2,2,17.873684210526314,45,1,7,False,0.5869565217391305,933,0.6842105263157895
U0114,8,20.0,3.25,1.2817398889233114,8,2.5,2024-01-12 09:50:00,2024-10-06 09:33:00,652,0.8955223880597015,33,33,20.09090909090909,32,5,3,23.327272727272728,24,2,6,False,0.1304347826086956,915,0.25
U0115,11,23.0,3.4545454545454546,1.2933395813657265,11,2.090909090909091,2024-01-05 11:56:00,2024-12-23 20:56:00,574,0.9322033898305084,33,33,39.84848484848485,33,3,4,29.05454545454546,26,0,4,False,0.1739130434782608,765,0.3333333333333333
U0116,11,24.0,3.636363636363636,1.433368568981982,11,2.1818181818181817,2024-04-04 23:46:00,2024-12-19 22:56:00,577,1.2741312741312742,29,29,26.689655172413797,27,2,4,22.50689655172413,25,1,7,False,0.1521739130434782,1145,0.4074074074074074
U0117,12,28.0,4.166666666666667,0.7177405625652734,12,2.333333333333333,2024-01-09 06:03:00,2024-12-09 06:21:00,588,1.0714285714285714,25,25,21.4,24,5,2,19.72,29,2,9,False,0.2391304347826087,735,0.5
U0118,11,33.0,4.090909090909091,0.9438798074485388,11,3.0,2024-04-27 08:35:00,2024-12-19 22:12:00,577,1.3924050632911391,31,31,21.516129032258064,30,3,6,22.35483870967742,51,1,4,True,0.717391304347826,608,0.3666666666666666
U0119,5,10.0,3.6,1.5165750888103102,5,2.0,2024-01-27 10:00:00,2024-09-05 09:51:00,683,0.6756756756756757,26,26,25.03846153846154,23,2,3,20.31153846153846,50,1,5,False,0.6956521739130435,689,0.217391304347826
U0120,8,22.0,3.875,0.8345229603962803,8,2.75,2024-01-12 19:35:00,2024-12-02 02:44:00,595,0.7384615384615384,33,33,25.303030303030305,31,5,4,24.69090909090909,40,1,9,False,0.4782608695652174,680,0.2580645161290322
U0121,10,25.0,3.0,1.3333333333333333,9,2.5,2024-02-21 08:02:00,2024-11-25 01:11:00,602,1.079136690647482,21,21,22.52380952380953,21,2,0,17.65714285714286,41,1,0,False,0.5,877,0.4285714285714285
U0122,9,22.0,3.333333333333333,1.118033988749895,9,2.4444444444444446,2024-03-17 04:08:00,2024-11-25 13:45:00,602,1.062992125984252,32,32,36.0625,28,4,2,26.81875,54,1,3,True,0.782608695652174,1047,0.3214285714285714
U0123,8,21.0,4.0,1.0690449676496976,8,2.625,2024-03-02 17:40:00,2024-10-06 01:48:00,652,1.1009174311926606,20,20,33.5,19,4,1,20.65,52,1,5,False,0.7391304347826086,1180,0.4210526315789473
U0124,11,25.0,3.4545454545454546,1.2933395813657265,11,2.272727272727273,2024-03-10 10:13:00,2024-12-26 11:50:00,571,1.13013698630137,35,35,30.88571428571429,31,5,2,26.965714285714284,61,2,4,False,0.9347826086956522,785,0.3548387096774194
U0125,14,35.0,3.642857142857143,0.8418973861410954,14,2.5,2024-01-09 11:01:00,2024-12-28 19:12:00,569,1.1830985915492958,28,27,28.464285714285715,25,6,3,23.13928571428572,57,0,6,False,0.8478260869565217,719,0.56
U0126,8,18.0,3.75,0.7071067811865476,7,2.25,2024-02-03 11:29:00,2024-12-09 07:57:00,588,0.7741935483870968,27,27,27.96296296296296,26,6,2,22.88888888888889,39,0,7,False,0.4565217391304347,962,0.2692307692307692
U0127,11,24.0,3.8181818181818175,0.7507571935295484,11,2.1818181818181817,2024-01-06 16:33:00,2024-10-23 08:50:00,635,1.1340206185567012,34,34,30.147058823529413,28,1,4,25.044117647058822,44,2,8,True,0.5652173913043478,879,0.3928571428571428
U0128,8,18.0,3.25,1.48804761828569,8,2.25,2024-01-26 20:16:00,2024-12-24 08:41:00,573,0.7207207207207208,36,36,37.25,34,7,3,30.175,52,1,7,False,0.7391304347826086,1002,0.2352941176470588
U0129,10,30.0,3.6,1.2649110640673518,10,3.0,2024-02-19 17:40:00,2024-12-19 22:43:00,577,0.9836065573770492,30,30,31.4,26,3,5,24.22,18,1,4,False,0.0,926,0.3846153846153846
U0130,7,21.0,3.571428571428572,0.9759000729485332,7,3.0,2024-02-16 17:48:00,2024-12-16 06:49:00,581,0.6907894736842105,27,27,27.74074074074074,24,2,6,21.62222222222222,52,1,7,False,0.7391304347826086,1111,0.2916666666666667
U0131,13,33.0,3.8461538461538463,1.1435437497937315,13,2.5384615384615383,2024-02-10 23:30:00,2024-12-21 13:16:00,576,1.238095238095238,31,31,28.387096774193548,30,6,5,25.01612903225806,54,0,3,False,0.782608695652174,1051,0.4333333333333333
U0132,9,22.0,3.888888888888889,1.0540925533894598,9,2.4444444444444446,2024-02-21 10:38:00,2024-11-06 01:26:00,621,1.0424710424710426,31,31,31.387096774193548,27,3,2,24.716129032258067,64,0,9,True,1.0,660,0.3333333333333333
U0133,10,25.0,2.9,1.1972189997378648,10,2.5,2024-02-29 14:33:00,2024-12-27 16:12:00,570,0.99009900990099,24,24,28.125,22,0,2,20.0375,31,1,8,True,0.2826086956521739,1029,0.4545454545454545
U0134,9,25.0,3.4444444444444446,1.0137937550497031,9,2.7777777777777777,2024-01-06 16:02:00,2024-12-02 00:50:00,595,0.8157099697885196,31,31,32.41935483870968,29,5,3,25.825806451612905,20,0,1,True,0.0434782608695652,654,0.3103448275862069
U0135,12,24.0,4.416666666666667,0.996204919895622,12,2.0,2024-02-09 21:37:00,2024-10-30 08:43:00,628,1.3636363636363635,23,23,25.347826086956523,20,2,5,18.904347826086955,18,1,4,False,0.0,1060,0.6
U0136,8,20.0,4.125,0.6408699444616557,8,2.5,2024-01-18 14:06:00,2024-12-09 19:55:00,588,0.7339449541284403,22,22,25.363636363636363,19,1,1,18.209090909090907,22,0,2,False,0.0869565217391304,767,0.4210526315789473
U0137,13,27.0,4.0,0.9128709291752768,12,2.076923076923077,2024-01-09 20:57:00,2024-10-17 17:11:00,641,1.3829787234042552,32,32,24.15625,30,4,5,23.646875,43,2,1,False,0.5434782608695652,745,0.4
U0138,7,20.0,3.2857142857142856,1.1126972805283737,7,2.857142857142857,2024-01-03 08:03:00,2024-12-13 08:06:00,584,0.6069364161849711,32,32,30.875,30,5,5,25.8625,31,2,7,False,0.2826086956521739,1276,0.2333333333333333
U0139,13,26.0,3.8461538461538463,1.1435437497937313,13,2.0,2024-02-24 22:47:00,2024-11-24 01:40:00,603,1.4233576642335768,38,38,30.94736842105263,35,9,7,29.48421052631579,56,1,4,False,0.8260869565217391,777,0.3714285714285714
U0140,7,20.0,3.0,1.1547005383792517,7,2.857142857142857,2024-01-22 10:41:00,2024-12-24 16:47:00,573,0.621301775147929,40,40,25.35,32,3,8,26.605000000000004,44,1,0,True,0.5652173913043478,1197,0.21875
U0141,10,25.0,3.8,1.0327955589886444,10,2.5,2024-01-16 11:09:00,2024-09-16 09:59:00,672,1.2295081967213115,26,26,32.65384615384615,26,6,4,23.996153846153845,26,0,2,True,0.1739130434782608,819,0.3846153846153846
U0142,4,9.0,4.25,0.957427107756338,4,2.25,2024-02-24 20:56:00,2024-09-30 18:34:00,658,0.547945205479452,27,27,34.333333333333336,24,4,3,24.0,32,1,8,False,0.3043478260869565,698,0.1666666666666666
U0143,9,19.0,3.555555555555556,1.2360330811826103,9,2.111111111111111,2024-01-19 13:14:00,2024-12-30 03:22:00,567,0.7803468208092486,24,24,38.5,23,5,3,24.35,32,1,6,False,0.3043478260869565,999,0.391304347826087
U0144,9,23.0,3.888888888888889,0.6009252125773314,9,2.555555555555556,2024-03-08 08:25:00,2024-10-27 15:58:00,631,1.153846153846154,31,31,22.741935483870968,26,8,5,22.92258064516129,43,0,0,False,0.5434782608695652,771,0.3461538461538461
U0145,9,18.0,3.0,1.5,9,2.0,2024-02-07 18:50:00,2024-12-22 04:21:00,575,0.8463949843260189,31,31,23.741935483870968,31,9,2,24.42258064516129,59,2,1,False,0.8913043478260869,963,0.2903225806451613
U0146,11,29.0,3.1818181818181817,1.6011359603844904,11,2.636363636363636,2024-04-06 01:52:00,2024-12-26 12:55:00,571,1.2452830188679245,25,25,40.36,24,7,1,25.808,30,1,9,False,0.2608695652173913,1295,0.4583333333333333
U0147,9,23.0,3.7777777777777777,1.2018504251546631,9,2.555555555555556,2024-03-02 14:47:00,2024-12-09 18:41:00,588,0.9540636042402828,28,28,25.964285714285715,25,2,4,21.589285714285715,49,2,3,False,0.6739130434782609,922,0.36
U0148,9,30.0,3.2222222222222223,1.481365736219265,8,3.333333333333333,2024-02-07 15:06:00,2024-12-12 04:12:00,585,0.8737864077669902,27,27,22.51851851851852,24,7,6,21.055555555555557,56,1,6,False,0.8260869565217391,1004,0.3333333333333333
U0149,15,38.0,3.6,1.2421180068162372,15,2.533333333333333,2024-01-16 21:51:00,2024-12-29 23:18:00,567,1.2893982808022924,34,34,26.323529411764707,32,2,3,24.89705882352941,49,1,0,False,0.6739130434782609,744,0.46875
U0150,8,24.0,3.5,0.7559289460184544,8,3.0,2024-01-06 18:54:00,2024-09-15 10:21:00,673,0.9486166007905138,32,32,37.875,31,8,8,28.7625,21,0,9,True,0.0652173913043478,979,0.2580645161290322
U0151,16,42.0,3.75,1.2382783747337804,16,2.625,2024-01-09 00:43:00,2024-09-19 04:59:00,669,1.8823529411764703,32,31,25.53125,31,5,5,24.459375,47,2,9,True,0.6304347826086957,795,0.5161290322580645
U0152,10,19.0,3.9,0.8755950357709131,10,1.9,2024-01-13 21:50:00,2024-11-09 02:47:00,618,0.9966777408637874,29,29,26.517241379310345,27,5,3,23.055172413793105,54,1,4,False,0.782608695652174,916,0.3703703703703703
U0153,11,32.0,4.090909090909091,1.044465935734187,11,2.909090909090909,2024-03-20 16:46:00,2024-12-01 19:36:00,596,1.284046692607004,32,32,22.5,30,5,5,23.35,40,0,0,False,0.4782608695652174,674,0.3666666666666666
U0154,3,4.0,3.6666666666666665,1.1547005383792517,3,1.3333333333333333,2024-08-31 02:32:00,2024-12-25 12:02:00,572,0.7692307692307693,27,27,31.51851851851852,25,3,3,23.15555555555556,56,0,8,False,0.8260869565217391,1283,0.12
U0155,8,17.0,3.625,1.3024701806293193,8,2.125,2024-01-16 07:19:00,2024-11-20 00:52:00,607,0.7766990291262136,28,28,25.928571428571427,28,7,1,23.178571428571427,62,0,7,True,0.9565217391304348,793,0.2857142857142857
U0156,18,44.0,3.555555555555556,1.247219128924647,16,2.4444444444444446,2024-01-01 03:05:00,2024-11-23 14:23:00,604,1.646341463414634,23,23,22.39130434782609,21,3,4,18.417391304347824,32,1,2,False,0.3043478260869565,1066,0.7619047619047619
U0157,10,24.0,3.8,0.9189365834726814,10,2.4,2024-01-02 03:27:00,2024-09-01 22:54:00,686,1.2295081967213115,28,28,31.5,26,9,3,24.85,60,2,2,False,0.9130434782608696,1213,0.3846153846153846
U0158,8,22.0,3.875,1.1259916264596033,8,2.75,2024-02-10 06:21:00,2024-10-26 19:06:00,632,0.9230769230769232,34,34,27.97058823529412,31,1,9,24.991176470588236,46,0,1,False,0.6086956521739131,1167,0.2580645161290322
U0159,8,22.0,3.5,0.9258200997725514,8,2.75,2024-01-01 02:39:00,2024-12-11 13:13:00,586,0.6936416184971098,28,28,17.857142857142858,25,4,2,19.557142857142857,53,1,1,False,0.7608695652173914,1152,0.32
U0160,14,28.0,3.5,1.1602387022306426,14,2.0,2024-02-01 10:07:00,2024-12-07 15:14:00,590,1.35048231511254,37,37,31.37837837837838,36,8,4,29.313513513513517,30,0,2,False,0.2608695652173913,1269,0.3888888888888889
U0161,12,23.0,3.8333333333333335,0.8348471099367218,12,1.9166666666666667,2024-01-01 19:48:00,2024-11-29 02:51:00,598,1.0810810810810811,28,28,21.785714285714285,28,5,3,21.53571428571429,49,2,8,False,0.6739130434782609,1231,0.4285714285714285
U0162,5,13.0,4.0,1.0,5,2.6,2024-05-12 08:30:00,2024-09-16 09:56:00,672,1.171875,33,33,24.21212121212121,30,6,3,24.363636363636363,24,1,3,False,0.1304347826086956,1134,0.1666666666666666
U0163,13,45.0,3.4615384615384617,1.1982893790305562,12,3.4615384615384617,2024-01-13 04:32:00,2024-12-21 01:29:00,576,1.1370262390670554,29,29,38.13793103448276,26,4,2,26.141379310344828,39,1,5,False,0.4565217391304347,1068,0.4615384615384615
U0164,13,32.0,3.230769230769231,1.2351684199496948,13,2.4615384615384617,2024-01-06 13:06:00,2024-12-27 03:53:00,570,1.095505617977528,35,34,28.88571428571429,33,3,4,26.36571428571429,45,1,7,False,0.5869565217391305,1036,0.3939393939393939
U0165,12,26.0,3.8333333333333335,0.937436866561092,12,2.1666666666666665,2024-04-01 08:32:00,2024-12-15 18:42:00,582,1.38996138996139,32,31,19.6875,31,6,6,22.90625,19,0,3,False,0.0217391304347826,848,0.3870967741935484
U0166,4,12.0,3.0,0.816496580927726,4,3.0,2024-04-10 22:23:00,2024-11-04 13:59:00,623,0.5769230769230769,34,34,22.0,31,5,5,24.0,59,0,4,False,0.8913043478260869,873,0.1290322580645161
U0167,9,22.0,4.222222222222222,1.0929064207169998,9,2.4444444444444446,2024-01-31 17:32:00,2024-12-02 21:51:00,594,0.8794788273615636,26,26,28.96153846153846,25,3,5,22.088461538461537,62,0,5,False,0.9565217391304348,837,0.36
U0168,12,28.0,3.583333333333333,1.4433756729740643,11,2.333333333333333,2024-01-21 14:42:00,2024-12-24 11:04:00,573,1.0650887573964496,25,25,34.16,23,7,1,23.748,23,1,5,True,0.108695652173913,621,0.4782608695652174
U0169,12,32.0,3.25,1.288057028664069,11,2.6666666666666665,2024-01-16 16:32:00,2024-12-06 16:02:00,591,1.1076923076923075,29,29,25.96551724137931,29,5,2,23.28965517241379,45,1,0,False,0.5869565217391305,996,0.3793103448275862
U0170,10,22.0,3.7,0.8232726023485645,10,2.2,2024-02-09 22:33:00,2024-12-20 16:22:00,577,0.9523809523809524,30,30,22.7,29,3,5,22.21,45,2,8,False,0.5869565217391305,994,0.3448275862068966
U0171,8,18.0,3.375,0.9161253813129044,7,2.25,2024-01-09 10:27:00,2024-11-06 10:12:00,621,0.794701986754967,35,35,30.085714285714285,35,2,4,26.925714285714285,61,2,8,True,0.9347826086956522,1010,0.2
U0172,17,46.0,3.7058823529411766,1.1048023512348797,16,2.7058823529411766,2024-01-05 15:08:00,2024-12-11 22:27:00,585,1.4912280701754386,34,34,28.5,33,2,1,25.75,61,1,5,True,0.9347826086956522,902,0.4848484848484848
U0173,3,7.0,4.0,1.0,3,2.333333333333333,2024-03-16 06:33:00,2024-10-27 20:08:00,631,0.3982300884955752,27,27,30.22222222222222,25,6,3,23.366666666666664,37,1,0,False,0.4130434782608695,1287,0.12
U0174,5,11.0,3.2,1.6431676725154984,5,2.2,2024-03-15 10:48:00,2024-10-09 11:48:00,649,0.7177033492822966,24,24,38.91666666666666,22,4,0,24.075000000000003,47,2,7,False,0.6304347826086957,590,0.2272727272727272
U0175,8,19.0,3.625,1.1877349391654208,8,2.375,2024-01-31 08:03:00,2024-11-06 05:10:00,621,0.8571428571428571,28,28,25.892857142857142,27,6,2,22.767857142857142,28,1,5,False,0.217391304347826,667,0.2962962962962963
U0176,10,22.0,3.8,0.6324555320336759,10,2.2,2024-04-07 19:35:00,2024-11-09 10:24:00,618,1.3888888888888888,28,28,28.928571428571427,25,5,4,23.07857142857143,45,0,6,True,0.5869565217391305,1027,0.4
U0177,6,13.0,4.166666666666667,0.408248290463863,6,2.1666666666666665,2024-02-05 01:37:00,2024-09-23 01:31:00,665,0.7792207792207793,32,32,31.15625,28,5,5,25.546875,42,1,1,True,0.5217391304347826,705,0.2142857142857142
U0178,10,19.0,3.7,1.0593499054713802,9,1.9,2024-04-27 16:54:00,2024-12-17 06:46:00,580,1.2820512820512822,35,35,39.142857142857146,33,5,2,29.842857142857145,56,0,1,False,0.8260869565217391,692,0.2727272727272727
U0179,12,41.0,3.4166666666666665,1.3113721705515065,12,3.4166666666666665,2024-01-07 08:31:00,2024-11-23 22:07:00,603,1.1180124223602486,24,24,29.0,23,2,1,20.9,50,2,3,False,0.6956521739130435,936,0.5217391304347826
U0180,7,17.0,3.7142857142857135,0.9511897312113418,7,2.4285714285714284,2024-02-02 12:59:00,2024-12-24 18:17:00,573,0.6422018348623852,42,42,31.0,38,7,6,30.9,18,1,4,False,0.0,1040,0.1842105263157894
U0181,7,13.0,4.571428571428571,0.5345224838248489,7,1.8571428571428568,2024-02-18 05:20:00,2024-09-23 08:35:00,665,0.9589041095890412,33,33,27.060606060606062,31,6,4,25.418181818181814,44,0,1,False,0.5652173913043478,1164,0.2258064516129032
U0182,11,23.0,3.5454545454545454,1.3684762594679063,10,2.090909090909091,2024-01-09 05:43:00,2024-12-06 08:47:00,591,0.990990990990991,39,38,29.128205128205128,36,6,5,28.838461538461537,30,1,9,False,0.2608695652173913,1021,0.2777777777777778
U0183,7,21.0,3.857142857142857,1.3451854182690983,7,3.0,2024-05-24 06:48:00,2024-12-25 01:52:00,572,0.9767441860465116,27,27,26.55555555555556,26,2,1,21.666666666666664,58,1,3,False,0.8695652173913043,614,0.2692307692307692
U0184,14,29.0,3.357142857142857,1.0082080720186268,13,2.071428571428572,2024-01-06 21:02:00,2024-12-08 21:30:00,588,1.242603550295858,31,30,31.483870967741936,29,7,4,25.945161290322577,20,0,1,False,0.0434782608695652,784,0.4482758620689655
U0185,15,35.0,4.2,0.7745966692414834,14,2.333333333333333,2024-03-10 11:50:00,2024-12-06 09:03:00,591,1.6605166051660516,33,33,33.15151515151515,30,4,3,26.645454545454545,56,0,4,False,0.8260869565217391,984,0.4666666666666667
U0186,8,21.0,3.75,1.164964745021435,8,2.625,2024-04-21 16:35:00,2024-11-29 17:25:00,598,1.0762331838565022,17,17,25.176470588235293,16,3,4,16.45294117647059,23,1,8,False,0.108695652173913,721,0.5
U0187,10,25.0,3.4,0.9660917830792958,9,2.5,2024-01-02 09:45:00,2024-11-29 08:08:00,598,0.9036144578313252,31,31,26.83870967741936,26,5,1,23.55161290322581,25,1,8,False,0.1521739130434782,1013,0.3461538461538461
U0188,9,20.0,3.6666666666666665,1.0,9,2.2222222222222223,2024-02-15 20:35:00,2024-11-17 22:14:00,609,0.9747292418772564,33,33,26.454545454545453,32,6,3,25.43636363636364,44,1,7,False,0.5652173913043478,1176,0.28125
U0189,5,17.0,2.8,1.3038404810405295,5,3.4,2024-03-14 07:16:00,2024-10-24 04:15:00,634,0.6696428571428571,29,29,25.103448275862068,28,3,8,22.431034482758623,26,1,5,True,0.1739130434782608,1190,0.1785714285714285
U0190,5,9.0,3.4,1.3416407864998738,5,1.8,2024-01-12 20:51:00,2024-12-06 10:31:00,591,0.4559270516717325,32,32,35.6875,29,4,6,26.90625,54,1,6,False,0.782608695652174,610,0.1724137931034483
U0191,11,25.0,3.727272727272727,0.7862453931068965,11,2.272727272727273,2024-01-16 05:52:00,2024-12-05 15:10:00,592,1.015384615384615,26,26,30.73076923076923,24,7,3,23.21923076923077,50,1,8,True,0.6956521739130435,1093,0.4583333333333333
U0192,13,35.0,3.692307692307693,1.2506408613597126,12,2.6923076923076925,2024-01-04 15:14:00,2024-12-14 05:36:00,583,1.1304347826086956,29,28,38.10344827586207,28,1,3,25.931034482758623,59,1,0,False,0.8913043478260869,1132,0.4285714285714285
U0193,8,19.0,2.625,1.0606601717798212,8,2.375,2024-01-10 05:05:00,2024-12-11 04:18:00,586,0.7142857142857143,26,26,32.76923076923077,25,3,3,23.23076923076923,61,1,1,False,0.9347826086956522,992,0.32
U0194,12,30.0,3.75,1.2154310870109943,12,2.5,2024-01-11 20:05:00,2024-12-11 02:55:00,586,1.0746268656716418,23,23,25.347826086956523,20,6,3,19.70434782608696,41,0,0,False,0.5,800,0.6
U0195,11,33.0,4.0,1.0,10,3.0,2024-01-24 10:02:00,2024-12-01 11:39:00,596,1.0543130990415337,36,36,28.944444444444443,34,3,7,26.883333333333333,32,0,4,False,0.3043478260869565,665,0.2941176470588235
U0196,18,39.0,3.2777777777777777,1.0740552924509197,18,2.1666666666666665,2024-01-23 02:55:00,2024-12-15 20:27:00,582,1.646341463414634,30,30,23.4,29,8,2,23.42,49,0,8,False,0.6739130434782609,741,0.6206896551724138
U0197,12,25.0,4.333333333333333,0.7784989441615227,12,2.083333333333333,2024-01-13 19:11:00,2024-11-10 02:37:00,617,1.1920529801324504,40,40,29.25,38,4,2,29.175,49,1,6,False,0.6739130434782609,1141,0.3157894736842105
U0198,9,23.0,3.888888888888889,1.2692955176439846,9,2.555555555555556,2024-01-08 20:45:00,2024-12-04 13:44:00,593,0.8157099697885196,31,30,26.387096774193548,28,4,6,23.616129032258065,41,1,4,True,0.5,930,0.3214285714285714
U0199,10,29.0,3.7,0.674948557710553,10,2.9,2024-02-13 00:28:00,2024-12-24 20:37:00,573,0.949367088607595,22,22,24.5,22,2,1,18.75,58,1,9,False,0.8695652173913043,578,0.4545454545454545
U0200,12,31.0,3.583333333333333,1.311372170551507,12,2.583333333333333,2024-01-23 10:10:00,2024-12-29 23:19:00,567,1.0526315789473684,31,31,29.06451612903226,25,3,5,23.619354838709675,29,0,9,False,0.2391304347826087,677,0.48
U0201,10,23.0,2.9,1.1972189997378648,10,2.3,2024-01-14 03:04:00,2024-12-09 18:24:00,588,0.9063444108761328,21,21,31.52380952380953,21,4,3,20.757142857142856,56,0,0,True,0.8260869565217391,1046,0.4761904761904761
U0202,5,10.0,4.2,0.4472135954999578,5,2.0,2024-01-10 11:25:00,2024-09-06 21:54:00,681,0.6224066390041494,39,39,32.17948717948718,38,11,3,31.15384615384616,19,0,5,False,0.0217391304347826,963,0.131578947368421
U0203,9,23.0,4.222222222222222,0.8333333333333334,8,2.555555555555556,2024-02-03 19:07:00,2024-12-11 03:54:00,586,0.8653846153846153,29,29,36.86206896551724,28,5,4,26.35862068965517,20,0,3,False,0.0434782608695652,655,0.2857142857142857
U0204,7,16.0,3.7142857142857135,1.3801311186847085,7,2.2857142857142856,2024-01-15 16:10:00,2024-09-15 05:24:00,673,0.8606557377049181,23,23,23.130434782608692,21,0,7,18.039130434782606,54,1,5,False,0.782608695652174,786,0.3333333333333333
U0205,7,20.0,3.4285714285714284,1.1338934190276817,7,2.857142857142857,2024-06-17 06:25:00,2024-12-19 14:09:00,578,1.129032258064516,31,31,27.161290322580644,26,6,1,23.84838709677419,34,0,7,False,0.3478260869565217,1004,0.2692307692307692
U0206,9,24.0,3.333333333333333,1.0,9,2.6666666666666665,2024-01-24 04:17:00,2024-12-02 19:39:00,595,0.8598726114649682,34,34,19.264705882352946,31,5,5,23.17941176470588,19,0,5,True,0.0217391304347826,1277,0.2903225806451613
U0207,9,19.0,3.6666666666666665,1.6583123951777,9,2.111111111111111,2024-01-01 12:47:00,2024-12-26 06:41:00,571,0.75,39,39,34.282051282051285,38,5,3,30.584615384615383,19,2,7,False,0.0217391304347826,1015,0.2368421052631578
U0208,10,23.0,3.7,1.0593499054713802,10,2.3,2024-02-19 10:26:00,2024-11-18 11:11:00,609,1.094890510948905,27,27,33.77777777777778,25,7,4,24.633333333333333,45,0,7,True,0.5869565217391305,1296,0.4
U0209,8,29.0,3.5,0.9258200997725514,8,3.625,2024-03-18 20:52:00,2024-12-14 23:58:00,582,0.8823529411764706,30,29,27.33333333333333,29,3,2,23.6,40,1,6,False,0.4782608695652174,1178,0.2758620689655172
U0210,9,22.0,3.555555555555556,1.6666666666666667,9,2.4444444444444446,2024-01-30 20:40:00,2024-12-18 08:10:00,579,0.8359133126934983,30,30,25.433333333333334,29,6,4,23.63,54,1,8,False,0.782608695652174,1262,0.3103448275862069
U0211,11,20.0,3.5454545454545454,0.8201995322647244,11,1.818181818181818,2024-01-11 20:14:00,2024-12-18 02:45:00,579,0.9649122807017544,19,19,31.26315789473684,19,2,3,19.27894736842105,49,0,6,False,0.6739130434782609,1099,0.5789473684210527
U0212,7,21.0,3.571428571428572,0.7867957924694431,6,3.0,2024-02-09 19:42:00,2024-11-01 10:02:00,626,0.7894736842105263,32,32,32.4375,29,7,3,26.53125,50,1,7,False,0.6956521739130435,812,0.2068965517241379
U0213,13,31.0,3.615384615384616,1.0439078454267836,13,2.3846153846153846,2024-02-28 16:22:00,2024-11-11 05:16:00,616,1.517509727626459,28,28,30.785714285714285,28,3,5,23.83571428571429,18,1,4,True,0.0,1238,0.4642857142857143
U0214,10,25.0,3.1,1.3703203194062976,10,2.5,2024-01-18 06:36:00,2024-12-06 08:38:00,591,0.9259259259259258,29,29,31.27586206896552,25,6,6,24.28275862068965,36,2,9,True,0.391304347826087,1136,0.4
U0215,13,32.0,3.615384615384616,0.869718492622904,13,2.4615384615384617,2024-02-08 05:27:00,2024-12-06 00:04:00,591,1.2913907284768211,31,30,29.83870967741936,28,3,4,24.451612903225808,19,0,7,True,0.0217391304347826,606,0.4642857142857143
U0216,10,20.0,3.7,1.2516655570345725,10,2.0,2024-04-20 19:49:00,2024-11-15 01:36:00,612,1.4354066985645932,36,36,18.83333333333333,35,6,5,24.65,61,2,6,False,0.9347826086956522,1091,0.2857142857142857
U0217,7,18.0,4.0,1.0000000000000002,7,2.571428571428572,2024-01-27 23:13:00,2024-08-10 09:17:00,709,1.0714285714285714,33,33,32.54545454545455,30,6,3,26.863636363636363,43,1,4,True,0.5434782608695652,1285,0.2333333333333333
U0218,7,21.0,3.7142857142857135,0.951189731211342,7,3.0,2024-02-04 05:37:00,2024-11-28 13:56:00,599,0.7023411371237458,35,35,29.77142857142857,34,2,5,26.631428571428568,49,0,6,False,0.6739130434782609,807,0.2058823529411764
U0219,9,17.0,3.333333333333333,1.3228756555322954,9,1.8888888888888888,2024-01-01 17:42:00,2024-09-23 10:45:00,665,1.0150375939849623,22,22,24.13636363636364,21,1,2,18.24090909090909,23,1,5,False,0.108695652173913,1021,0.4285714285714285
U0220,6,15.0,4.333333333333333,0.8164965809277261,6,2.5,2024-03-02 04:45:00,2024-12-14 10:19:00,583,0.625,24,24,17.291666666666668,24,3,8,17.7875,49,2,1,False,0.6739130434782609,604,0.25
U0221,12,35.0,3.9166666666666665,1.2401124093721454,12,2.9166666666666665,2024-01-13 01:35:00,2024-12-24 07:47:00,573,1.037463976945245,29,29,42.51724137931034,29,3,6,27.855172413793102,21,1,0,True,0.0652173913043478,1055,0.4137931034482758
U0222,7,17.0,3.7142857142857135,1.4960264830861911,7,2.4285714285714284,2024-04-20 22:27:00,2024-12-06 20:35:00,591,0.9130434782608696,30,30,33.56666666666667,28,4,3,25.47,28,0,3,False,0.217391304347826,1081,0.25
U0223,13,33.0,3.3076923076923075,1.3774744634423888,13,2.5384615384615383,2024-01-03 03:19:00,2024-11-27 03:49:00,600,1.181818181818182,25,25,24.28,25,4,3,20.584,34,1,6,False,0.3478260869565217,1046,0.52
U0224,6,13.0,4.5,0.5477225575051662,6,2.1666666666666665,2024-03-16 03:49:00,2024-12-21 11:15:00,576,0.6405693950177935,38,37,36.94736842105263,32,9,6,30.684210526315788,55,0,3,False,0.8043478260869565,1171,0.1875
U0225,9,26.0,3.7777777777777777,0.6666666666666667,9,2.888888888888889,2024-01-19 00:25:00,2024-12-24 01:11:00,573,0.7917888563049853,26,26,36.61538461538461,23,7,1,24.784615384615385,41,0,2,False,0.5,1080,0.391304347826087
