transaction_id,user_id,product_id,quantity,rating,timestamp,payment_method
T000959,U0011,P0177,1.0,4,2024-06-09 21:01:00,UPI
T000960,U0382,P0065,2.0,4,2024-11-11 10:07:00,UPI
T000961,U0123,P0019,3.0,4,2024-09-23 09:01:00,Debit Card
T000962,U0475,P0120,1.0,5,2024-07-23 04:56:00,Debit Card
T000963,U0101,P0118,2.0,5,2024-01-08 11:11:00,Credit Card
T000964,U0301,P0178,1.0,3,2024-12-16 04:54:00,Credit Card
T000965,U0266,P0170,4.0,4,2024-06-11 04:31:00,Debit Card
T000966,U0458,P0133,3.0,5,2024-12-28 22:57:00,Net Banking
T000967,U0428,P0027,3.0,4,2024-08-02 21:03:00,COD
T000968,U0313,P0024,4.0,4,2024-11-19 16:26:00,COD
T000969,U0189,P0200,4.0,4,2024-10-24 04:15:00,Debit Card
T000970,U0451,P0025,4.0,4,2024-01-04 18:39:00,UPI
T000971,U0389,P0020,3.0,2,2024-07-29 20:18:00,COD
T000972,U0437,P0037,2.0,4,2024-02-29 09:58:00,Credit Card
T000973,U0163,P0195,4.0,3,2024-03-22 00:08:00,UPI
T000974,U0180,P0191,1.0,4,2024-11-18 18:50:00,Credit Card
T000975,U0209,P0134,4.0,3,2024-09-07 16:24:00,UPI
T000976,U0216,P0036,3.0,3,2024-06-12 15:00:00,Credit Card
T000977,U0178,P0190,1.0,4,2024-05-24 16:53:00,Credit Card
T000978,U0099,P0175,4.0,4,2024-02-12 16:34:00,Debit Card
T000979,U0478,P0058,2.0,4,2024-04-21 15:38:00,Debit Card
T000980,U0153,P0101,2.0,4,2024-11-07 10:38:00,UPI
T000981,U0455,P0165,2.0,5,2024-04-16 08:46:00,Credit Card
T000982,U0061,P0054,4.0,3,2024-12-12 15:10:00,Credit Card
T000983,U0154,P0099,2.0,5,2024-12-25 12:02:00,UPI
T000984,U0115,P0064,4.0,2,2024-12-12 22:55:00,Net Banking
T000985,U0390,P0103,4.0,4,2024-04-03 09:26:00,Net Banking
T000986,U0262,P0067,1.0,5,2024-03-28 19:34:00,Credit Card
T000987,U0357,P0184,4.0,4,2024-05-25 20:29:00,COD
T000988,U0311,P0130,4.0,4,2024-03-04 01:54:00,Credit Card
T000989,U0476,P0058,4.0,1,2024-06-11 20:18:00,Credit Card
T000990,U0451,P0046,1.0,4,2024-02-13 12:56:00,Credit Card
T000991,U0340,P0151,1.0,5,2024-05-05 08:22:00,UPI
T000992,U0494,P0106,4.0,4,2024-11-30 04:45:00,Credit Card
T000993,U0210,P0058,3.0,3,2024-07-09 11:43:00,Credit Card
T000994,U0314,P0174,2.0,4,2024-01-31 18:22:00,UPI
T000995,U0006,P0006,1.0,4,2024-05-04 07:12:00,Credit Card
T000996,U0355,P0087,4.0,4,2024-08-12 08:31:00,Net Banking
T000997,U0368,P0168,3.0,2,2024-09-04 17:01:00,Debit Card
T000998,U0063,P0171,1.0,4,2024-02-28 20:06:00,UPI
T000999,U0071,P0181,2.0,5,2024-11-12 10:19:00,COD
T001000,U0155,P0020,1.0,5,2024-11-20 00:52:00,Credit Card
T001001,U0375,P0056,2.0,5,2024-05-27 03:33:00,COD
T001002,U0302,P0003,3.0,3,2024-11-21 14:34:00,Debit Card
T001003,U0064,P0045,4.0,4,2024-11-29 00:06:00,COD
T001004,U0478,P0074,3.0,5,2024-09-20 19:31:00,Debit Card
T001005,U0486,P0113,3.0,,2024-09-20 20:40:00,COD
T001006,U0172,P0083,3.0,1,2024-08-09 05:01:00,Credit Card
T001007,U0338,P0147,2.0,5,2024-03-28 14:47:00,UPI
T001008,U0100,P0188,3.0,5,2024-01-25 16:55:00,Credit Card
T001009,U0372,P0113,2.0,4,2024-12-08 07:55:00,Credit Card
T001010,U0131,P0127,2.0,3,2024-05-11 00:20:00,COD
T001011,U0172,P0190,4.0,,2024-06-27 17:00:00,COD
T001012,U0040,P0139,3.0,3,2024-06-12 19:53:00,Debit Card
T001013,U0198,P0027,4.0,5,2024-08-04 05:05:00,UPI
T001014,U0115,P0121,1.0,4,2024-10-30 10:12:00,UPI
T001015,U0379,P0105,2.0,2,2024-07-01 11:24:00,Net Banking
T001016,U0478,P0183,2.0,4,2024-04-24 15:55:00,UPI
T001017,U0211,P0177,4.0,3,2024-02-04 18:15:00,Net Banking
T001018,U0111,P0095,3.0,5,2024-01-27 18:04:00,UPI
T001019,U0349,P0099,2.0,4,2024-11-19 00:48:00,Credit Card
T001020,U0399,P0091,2.0,5,2024-07-22 08:10:00,Credit Card
T001021,U0107,P0030,1.0,5,2024-07-18 04:14:00,UPI
T001022,U0381,P0023,4.0,4,2024-07-12 15:54:00,Debit Card
T001023,U0090,P0194,1.0,,2024-03-26 06:38:00,UPI
T001024,U0080,P0150,,5,2024-12-28 11:14:00,UPI
T001025,U0311,P0023,4.0,5,2024-03-16 20:47:00,UPI
T001026,U0165,P0058,4.0,5,2024-05-25 00:30:00,UPI
T001027,U0299,P0056,2.0,,2024-05-04 14:38:00,UPI
T001028,U0006,P0009,4.0,4,2024-04-09 06:56:00,Credit Card
T001029,U0481,P0018,3.0,1,2024-01-10 08:44:00,Net Banking
T001030,U0248,P0063,3.0,3,2024-04-17 17:38:00,Credit Card
T001031,U0268,P0080,4.0,3,2024-04-26 00:04:00,Net Banking
T001032,U0410,P0044,4.0,1,2024-10-22 11:10:00,Credit Card
T001033,U0343,P0189,4.0,2,2024-09-18 19:16:00,Credit Card
T001034,U0115,P0174,1.0,4,2024-12-23 20:56:00,UPI
T001035,U0367,P0004,4.0,5,2024-10-04 01:23:00,Net Banking
T001036,U0201,P0124,3.0,3,2024-11-26 05:28:00,UPI
T001037,U0364,P0178,2.0,5,2024-10-22 18:51:00,Credit Card
T001038,U0097,P0182,3.0,5,2024-02-21 10:44:00,UPI
T001039,U0436,P0071,1.0,4,2024-07-02 21:57:00,Debit Card
T001040,U0143,P0176,4.0,5,2024-04-30 06:06:00,UPI
T001041,U0360,P0192,2.0,5,2024-09-13 04:27:00,Debit Card
T001042,U0304,P0109,3.0,2,2024-09-02 16:15:00,Net Banking
T001043,U0464,P0160,4.0,4,2024-06-17 04:16:00,Debit Card
T001044,U0242,P0037,2.0,5,2024-02-12 13:24:00,Debit Card
T001045,U0475,P0100,2.0,3,2024-01-25 23:25:00,Credit Card
T001046,U0309,P0013,3.0,4,2024-01-30 19:00:00,Debit Card
T001047,U0012,P0069,4.0,3,2024-02-13 07:05:00,COD
T001048,U0076,P0090,2.0,5,2024-09-12 02:21:00,UPI
T001049,U0500,P0076,2.0,5,2024-11-28 03:45:00,UPI
T001050,U0434,P0100,3.0,5,2024-06-13 03:05:00,Debit Card
T001051,U0303,P0091,1.0,5,2024-07-23 17:42:00,Net Banking
T001052,U0491,P0117,1.0,2,2024-10-12 21:42:00,Credit Card
T001053,U0032,P0147,2.0,5,2024-12-04 12:01:00,Credit Card
T001054,U0373,P0176,4.0,4,2024-11-08 15:02:00,Credit Card
T001055,U0116,P0069,4.0,5,2024-08-16 10:13:00,Debit Card
T001056,U0100,P0016,2.0,3,2024-09-11 15:09:00,UPI
T001057,U0483,P0073,4.0,5,2024-08-24 14:41:00,Net Banking
T001058,U0191,P0178,3.0,4,2024-03-15 15:58:00,Credit Card
T001059,U0203,P0048,,3,2024-02-08 19:15:00,UPI
T001060,U0264,P0158,3.0,3,2024-03-15 13:01:00,Credit Card
T001061,U0104,P0166,2.0,2,2024-06-12 23:15:00,UPI
T001062,U0161,P0002,2.0,4,2024-05-02 23:34:00,COD
T001063,U0214,P0030,3.0,3,2024-11-19 17:34:00,COD
T001064,U0125,P0021,2.0,4,2024-10-13 00:51:00,Credit Card
T001065,U0279,P0183,4.0,5,2024-12-11 21:57:00,UPI
T001066,U0038,P0105,4.0,2,2024-07-18 08:45:00,UPI
T001067,U0272,P0105,2.0,5,2024-09-06 09:46:00,Credit Card
T001068,U0099,P0080,4.0,1,2024-10-17 11:51:00,Credit Card
T001069,U0313,P0032,1.0,5,2024-10-04 10:38:00,UPI
T001070,U0331,P0031,2.0,4,2024-09-10 00:11:00,Debit Card
T001071,U0334,P0041,1.0,4,2024-05-29 06:48:00,UPI
T001072,U0092,P0098,2.0,2,2024-09-08 21:15:00,UPI
T001073,U0128,P0179,1.0,2,2024-07-19 14:50:00,Debit Card
T001074,U0305,P0101,2.0,4,2024-12-01 15:03:00,Credit Card
T001075,U0280,P0159,3.0,3,2024-04-09 18:03:00,UPI
T001076,U0223,P0042,1.0,3,2024-11-10 00:22:00,UPI
T001077,U0264,P0168,1.0,4,2024-07-22 01:26:00,Net Banking
T001078,U0096,P0190,3.0,4,2024-02-07 19:52:00,Credit Card
T001079,U0294,P0121,2.0,5,2024-11-10 03:23:00,UPI
T001080,U0340,P0130,4.0,4,2024-05-02 19:48:00,COD
T001081,U0160,P0057,1.0,2,2024-03-09 04:34:00,Debit Card
T001082,U0051,P0102,4.0,5,2024-02-19 04:26:00,UPI
T001083,U0034,P0034,3.0,2,2024-01-21 00:45:00,COD
T001084,U0050,P0021,2.0,3,2024-01-12 10:19:00,UPI
T001085,U0416,P0163,2.0,1,2024-09-11 23:24:00,UPI
T001086,U0467,P0110,1.0,1,2024-05-26 02:59:00,Credit Card
T001087,U0357,P0036,2.0,5,2024-02-15 16:54:00,Credit Card
T001088,U0463,P0161,2.0,3,2024-11-09 23:07:00,Net Banking
T001089,U0208,,3.0,4,2024-04-19 04:23:00,Net Banking
T001090,U0370,P0094,3.0,4,2024-05-08 13:15:00,Credit Card
T001091,U0358,P0098,3.0,3,2024-05-31 17:04:00,Net Banking
T001092,U0083,P0059,3.0,4,2024-12-07 00:34:00,COD
T001093,U0455,P0129,4.0,,2024-05-28 18:31:00,Debit Card
T001094,U0313,P0080,3.0,3,2024-03-05 22:58:00,Debit Card
T001095,U0352,P0008,2.0,4,2024-07-08 13:41:00,Debit Card
T001096,U0068,P0093,3.0,5,2024-12-22 04:17:00,Debit Card
T001097,U0064,P0024,4.0,4,2024-06-05 07:05:00,UPI
T001098,U0011,P0194,1.0,5,2024-12-26 21:59:00,Net Banking
T001099,U0279,P0139,4.0,4,2024-06-06 07:31:00,COD
T001100,U0385,P0047,4.0,5,2024-12-26 18:42:00,UPI
T001101,U0228,P0174,4.0,4,2024-06-28 05:07:00,Net Banking
T001102,U0059,P0137,4.0,4,2024-05-31 03:24:00,Credit Card
T001103,U0185,P0102,2.0,5,2024-10-06 06:29:00,Debit Card
T001104,U0228,P0168,1.0,5,2024-11-13 01:13:00,Net Banking
T001105,U0131,P0045,4.0,5,2024-10-03 18:07:00,Credit Card
T001106,U0019,P0004,3.0,5,2024-03-29 15:01:00,UPI
T001107,U0427,P0001,4.0,,2024-07-10 13:21:00,Debit Card
T001108,U0444,P0121,1.0,4,2024-05-13 01:50:00,Debit Card
T001109,U0358,P0086,4.0,2,2024-05-04 08:32:00,Net Banking
T001110,U0447,P0021,4.0,3,2024-10-20 08:11:00,UPI
T001111,U0035,P0055,3.0,3,2024-07-10 06:42:00,COD
T001112,U0489,P0179,3.0,5,2024-12-22 18:40:00,UPI
T001113,U0246,P0114,2.0,5,2024-07-15 07:30:00,UPI
T001114,U0150,P0158,4.0,3,2024-02-12 15:43:00,Credit Card
T001115,U0469,P0064,1.0,4,2024-05-17 04:07:00,Net Banking
T001116,U0412,P0018,2.0,5,2024-03-12 14:25:00,Net Banking
T001117,U0259,P0157,3.0,3,2024-06-07 14:05:00,UPI
T001118,U0478,P0181,2.0,5,2024-04-12 09:12:00,Net Banking
T001119,U0205,P0053,3.0,3,2024-12-19 14:09:00,UPI
T001120,U0272,P0006,1.0,4,2024-01-15 04:57:00,Credit Card
T001121,U0062,P0167,1.0,5,2024-07-30 20:29:00,Debit Card
T001122,U0409,P0051,4.0,4,2024-01-09 04:34:00,UPI
T001123,U0455,P0050,2.0,5,2024-07-03 06:24:00,Debit Card
T001124,U0427,P0032,3.0,4,2024-09-08 18:34:00,UPI
T001125,U0251,P0020,3.0,,2024-05-10 17:03:00,Credit Card
T001126,U0441,P0159,3.0,4,2024-03-07 11:13:00,Debit Card
T001127,U0005,P0042,3.0,3,2024-02-26 10:22:00,UPI
T001128,U0352,P0013,4.0,1,2024-11-01 05:55:00,Debit Card
T001129,U0228,P0155,,2,2024-10-10 04:21:00,UPI
T001130,U0386,P0147,2.0,4,2024-12-29 14:00:00,Debit Card
T001131,U0165,P0160,1.0,5,2024-09-16 14:58:00,UPI
T001132,U0442,P0185,3.0,4,2024-08-11 11:29:00,Credit Card
T001133,U0306,P0062,4.0,1,2024-09-26 15:22:00,Net Banking
T001134,U0492,P0035,1.0,4,2024-12-26 15:40:00,UPI
T001135,U0444,P0177,3.0,4,2024-11-09 22:15:00,Credit Card
T001136,U0442,P0025,4.0,3,2024-11-20 19:23:00,UPI
T001137,U0058,P0121,4.0,4,2024-09-21 06:57:00,Net Banking
T001138,U0186,P0134,3.0,2,2024-04-21 16:35:00,Net Banking
T001139,U0235,P0103,3.0,3,2024-05-28 16:55:00,Credit Card
T001140,U0473,P0134,3.0,,2024-10-02 15:39:00,UPI
T001141,U0491,P0171,3.0,2,2024-03-31 19:02:00,COD
T001142,U0232,P0092,1.0,5,2024-07-25 04:43:00,Net Banking
T001143,U0023,P0007,1.0,2,2024-08-08 08:00:00,Credit Card
T001144,U0176,P0197,4.0,3,2024-04-26 21:24:00,UPI
T001145,U0493,P0008,3.0,2,2024-12-03 01:24:00,UPI
T001146,U0197,P0088,1.0,5,2024-11-03 08:57:00,COD
T001147,U0018,P0023,3.0,4,2024-07-23 10:56:00,UPI
T001148,U0424,P0090,2.0,4,2024-09-20 13:54:00,Credit Card
T001149,U0074,P0080,4.0,3,2024-05-21 09:25:00,Net Banking
T001150,U0358,P0020,1.0,2,2024-04-24 01:42:00,UPI
T001151,U0265,P0134,3.0,5,2024-12-20 09:23:00,UPI
T001152,U0018,P0047,3.0,2,2024-03-06 15:53:00,COD
T001153,U0182,P0011,2.0,5,2024-01-12 12:06:00,UPI
T001154,U0082,P0032,1.0,4,2024-01-04 03:47:00,Credit Card
T001155,U0184,P0128,1.0,2,2024-10-05 13:04:00,COD
T001156,U0384,P0176,3.0,5,2024-01-12 06:04:00,Credit Card
T001157,U0248,P0085,2.0,4,2024-03-18 14:06:00,UPI
T001158,U0043,P0081,1.0,5,2024-06-03 08:35:00,Debit Card
T001159,U0324,P0119,1.0,3,2024-10-26 08:20:00,UPI
T001160,U0409,P0112,4.0,4,2024-05-15 06:33:00,Debit Card
T001161,U0153,P0179,2.0,5,2024-07-23 22:53:00,UPI
T001162,U0322,P0100,1.0,4,2024-10-27 05:58:00,Net Banking
T001163,U0100,P0163,3.0,4,2024-03-24 09:32:00,Credit Card
T001164,U0329,P0066,4.0,2,2024-06-05 13:05:00,UPI
T001165,U0095,P0107,4.0,3,2024-12-16 00:28:00,Credit Card
T001166,U0442,P0168,3.0,3,2024-02-11 22:37:00,COD
T001167,U0489,P0093,1.0,5,2024-11-14 08:15:00,Net Banking
T001168,U0461,P0167,1.0,2,2024-08-23 15:21:00,UPI
T001169,U0373,P0098,4.0,4,2024-08-29 16:52:00,Net Banking
T001170,U0184,P0024,3.0,4,2024-01-10 20:53:00,Debit Card
T001171,U0262,P0191,1.0,,2024-01-19 02:50:00,UPI
T001172,U0114,P0198,2.0,2,2024-08-04 01:27:00,Debit Card
T001173,U0057,P0099,2.0,4,2024-06-29 11:15:00,Net Banking
T001174,U0103,P0087,2.0,4,2024-12-11 11:11:00,Debit Card
T001175,U0423,P0084,1.0,4,2024-06-29 09:21:00,UPI
T001176,U0112,P0107,1.0,5,2024-11-14 16:36:00,UPI
T001177,U0218,P0175,2.0,,2024-06-29 23:47:00,COD
T001178,U0450,P0087,2.0,5,2024-02-20 09:02:00,Debit Card
T001179,U0056,P0035,3.0,,2024-06-12 17:37:00,Net Banking
T001180,U0192,P0174,3.0,5,2024-05-10 20:09:00,Net Banking
T001181,U0115,P0141,2.0,2,2024-12-23 15:51:00,Net Banking
T001182,U0379,P0127,2.0,4,2024-03-31 14:38:00,COD
T001183,U0342,P0011,3.0,1,2024-01-23 09:13:00,UPI
T001184,U0129,P0110,2.0,3,2024-09-04 16:45:00,UPI
T001185,U0262,P0077,4.0,4,2024-03-11 15:21:00,Debit Card
T001186,U0209,P0017,3.0,5,2024-12-14 23:58:00,UPI
T001187,U0296,P0052,1.0,4,2024-08-01 18:29:00,Credit Card
T001188,U0281,P0160,4.0,3,2024-06-09 23:42:00,UPI
T001189,U0427,P0045,2.0,4,2024-06-24 10:13:00,UPI
T001190,U0371,P0090,3.0,2,2024-09-21 11:35:00,COD
T001191,U0208,P0133,2.0,3,2024-04-06 04:53:00,Credit Card
T001192,U0113,P0182,3.0,4,2024-01-11 01:43:00,UPI
T001193,U0360,P0053,2.0,3,2024-09-05 21:32:00,UPI
T001194,U0164,P0029,4.0,3,2024-05-13 01:17:00,Credit Card
T001195,U0174,P0023,3.0,4,2024-03-15 10:48:00,COD
T001196,U0214,P0037,1.0,3,2024-09-21 21:38:00,UPI
T001197,U0043,P0016,2.0,4,2024-09-30 20:57:00,Credit Card
T001198,U0270,P0067,3.0,2,2024-09-24 22:47:00,UPI
T001199,U0462,P0122,1.0,4,2024-06-19 19:14:00,UPI
T001200,U0453,P0077,3.0,5,2024-01-15 16:47:00,UPI
T001201,U0300,P0051,1.0,1,2024-03-24 11:31:00,Debit Card
T001202,U0395,P0047,1.0,4,2024-02-18 11:12:00,UPI
T001203,U0303,P0137,4.0,4,2024-06-17 16:43:00,Net Banking
T001204,U0163,P0116,4.0,3,2024-11-17 14:27:00,UPI
T001205,U0285,P0103,1.0,4,2024-04-10 10:54:00,UPI
T001206,U0204,P0157,1.0,5,2024-01-15 16:10:00,UPI
T001207,U0381,P0059,1.0,2,2024-07-05 22:53:00,Credit Card
T001208,U0498,,4.0,4,2024-10-07 19:57:00,UPI
T001209,U0240,P0194,4.0,4,2024-05-12 09:54:00,Credit Card
T001210,U0422,P0032,4.0,4,2024-01-06 17:26:00,Credit Card
T001211,U0365,P0035,1.0,3,2024-01-08 04:53:00,Debit Card
T001212,U0047,P0115,2.0,4,2024-09-02 17:08:00,Credit Card
T001213,U0187,P0088,1.0,4,2024-06-18 10:51:00,COD
T001214,U0487,P0019,1.0,3,2024-12-26 23:29:00,UPI
T001215,U0397,P0079,3.0,4,2024-11-15 08:03:00,UPI
T001216,U0044,P0006,2.0,3,2024-10-26 18:44:00,Debit Card
T001217,U0031,P0085,3.0,4,2024-10-26 01:28:00,COD
T001218,U0238,P0104,2.0,4,2024-08-21 15:15:00,UPI
T001219,U0392,P0033,3.0,,2024-01-21 23:46:00,Net Banking
T001220,U0319,P0146,4.0,5,2024-09-06 02:42:00,UPI
T001221,U0158,P0096,1.0,5,2024-03-21 23:07:00,Net Banking
T001222,U0446,P0053,1.0,,2024-11-30 05:06:00,UPI
T001223,U0104,P0057,2.0,4,2024-02-13 21:35:00,UPI
T001224,U0203,P0198,4.0,4,2024-02-03 19:07:00,Credit Card
T001225,U0259,P0045,4.0,5,2024-06-12 06:28:00,Debit Card
T001226,U0125,P0017,1.0,3,2024-12-25 05:20:00,Credit Card
T001227,U0415,P0053,3.0,5,2024-09-12 18:47:00,Net Banking
T001228,U0312,P0158,4.0,3,2024-02-01 23:34:00,Net Banking
T001229,U0328,P0165,2.0,4,2024-02-03 12:46:00,COD
T001230,U0163,P0193,3.0,5,2024-07-17 12:37:00,Credit Card
T001231,U0237,,3.0,4,2024-08-10 11:37:00,Debit Card
T001232,U0019,P0109,4.0,4,2024-06-21 01:30:00,Credit Card
T001233,U0214,P0020,3.0,1,2024-10-28 13:35:00,Net Banking
T001234,U0095,P0007,4.0,3,2024-02-13 11:50:00,Credit Card
T001235,U0045,P0014,2.0,3,2024-03-21 05:28:00,Net Banking
T001236,U0054,P0160,4.0,3,2024-07-03 23:36:00,Debit Card
T001237,U0335,P0152,1.0,4,2024-04-24 18:33:00,UPI
T001238,U0087,P0086,1.0,4,2024-01-17 13:46:00,Debit Card
T001239,U0130,P0037,4.0,3,2024-12-11 17:11:00,Debit Card
T001240,U0086,P0176,4.0,,2024-06-16 11:15:00,Credit Card
T001241,U0241,P0198,3.0,5,2024-12-04 03:44:00,UPI
T001242,U0455,P0008,2.0,3,2024-01-30 05:33:00,UPI
T001243,U0324,P0052,3.0,4,2024-10-21 01:10:00,Net Banking
T001244,U0434,P0100,,5,2024-11-13 05:54:00,COD
T001245,U0172,P0006,1.0,3,2024-04-11 06:03:00,Credit Card
T001246,U0238,P0143,2.0,2,2024-08-07 05:15:00,COD
T001247,U0103,P0054,4.0,5,2024-09-01 00:45:00,Net Banking
T001248,U0308,P0188,4.0,2,2024-01-15 14:30:00,UPI
T001249,U0396,P0130,2.0,4,2024-10-29 02:28:00,Credit Card
T001250,U0124,P0023,1.0,4,2024-03-31 10:20:00,UPI
T001251,U0466,P0014,1.0,,2024-10-11 02:46:00,Debit Card
T001252,U0337,P0022,2.0,4,2024-01-29 01:56:00,Debit Card
T001253,U0220,P0038,3.0,5,2024-12-14 10:19:00,COD
T001254,U0053,P0010,1.0,3,2024-12-01 00:51:00,Debit Card
T001255,U0259,P0168,3.0,5,2024-03-07 15:20:00,Debit Card
T001256,U0342,P0137,2.0,1,2024-04-01 14:00:00,Debit Card
T001257,U0136,P0115,4.0,4,2024-07-11 21:54:00,Debit Card
T001258,U0236,P0039,2.0,2,2024-06-25 23:02:00,UPI
T001259,U0401,P0137,2.0,5,2024-10-20 11:44:00,UPI
T001260,U0270,P0139,1.0,4,2024-07-14 06:41:00,UPI
T001261,U0022,P0112,4.0,4,2024-08-09 21:34:00,Credit Card
T001262,U0259,P0054,3.0,5,2024-06-21 03:44:00,COD
T001263,U0122,P0048,2.0,4,2024-05-15 07:52:00,UPI
T001264,U0171,P0133,2.0,4,2024-08-16 10:28:00,UPI
T001265,U0383,P0130,1.0,5,2024-07-24 22:28:00,COD
T001266,U0192,P0032,1.0,4,2024-07-21 09:08:00,UPI
T001267,U0032,P0172,1.0,4,2024-12-20 10:51:00,UPI
T001268,U0416,P0067,2.0,4,2024-03-30 04:51:00,UPI
T001269,U0392,P0035,2.0,3,2024-02-10 05:29:00,Net Banking
T001270,U0150,P0037,2.0,3,2024-05-07 06:39:00,Credit Card
T001271,U0155,P0174,2.0,,2024-01-16 07:19:00,Debit Card
T001272,U0485,P0013,3.0,4,2024-10-02 14:39:00,COD
T001273,U0139,P0010,2.0,5,2024-04-26 12:51:00,Credit Card
T001274,U0026,P0094,1.0,3,2024-01-17 06:14:00,COD
T001275,U0450,P0189,4.0,5,2024-07-24 17:16:00,UPI
T001276,U0083,P0156,1.0,5,2024-02-24 09:19:00,Debit Card
T001277,U0473,P0067,3.0,4,2024-04-25 07:53:00,COD
T001278,U0011,P0094,2.0,5,2024-02-29 18:14:00,Net Banking
T001279,U0355,P0085,2.0,3,2024-11-18 22:06:00,UPI
T001280,U0229,P0041,3.0,3,2024-12-26 19:13:00,Debit Card
T001281,U0315,P0025,4.0,4,2024-11-25 17:04:00,Debit Card
T001282,U0138,P0077,1.0,5,2024-02-11 05:20:00,Credit Card
T001283,U0115,P0035,1.0,,2024-03-20 15:44:00,Credit Card
T001284,U0149,P0143,1.0,,2024-08-30 12:45:00,Credit Card
T001285,U0112,P0110,4.0,4,2024-12-19 06:15:00,Net Banking
T001286,U0401,P0036,3.0,3,2024-06-02 13:38:00,Credit Card
T001287,U0103,P0129,2.0,5,2024-11-13 00:30:00,Debit Card
T001288,U0287,P0047,2.0,5,2024-06-22 16:14:00,UPI
T001289,U0180,P0139,3.0,4,2024-06-05 00:52:00,UPI
T001290,U0317,P0154,1.0,5,2024-03-26 21:55:00,Credit Card
T001291,U0336,P0074,2.0,,2024-02-18 13:15:00,Debit Card
T001292,U0428,P0128,4.0,5,2024-11-26 10:56:00,UPI
T001293,U0483,P0153,3.0,3,2024-11-07 08:02:00,Debit Card
T001294,U0101,P0181,3.0,5,2024-09-19 01:38:00,Net Banking
T001295,U0065,P0166,3.0,4,2024-01-27 17:42:00,UPI
T001296,U0102,P0017,3.0,,2024-04-25 21:21:00,UPI
T001297,U0114,P0124,2.0,3,2024-06-01 03:37:00,Debit Card
T001298,U0110,P0075,,4,2024-10-26 07:43:00,Credit Card
T001299,U0213,P0192,4.0,4,2024-11-11 05:16:00,Credit Card
T001300,U0146,P0173,4.0,5,2024-10-31 21:34:00,Debit Card
T001301,U0040,P0046,3.0,4,2024-10-13 23:38:00,COD
T001302,U0333,P0040,2.0,3,2024-06-10 06:30:00,Credit Card
T001303,U0439,P0195,3.0,3,2024-05-31 19:53:00,Credit Card
T001304,U0447,P0172,4.0,4,2024-06-22 21:26:00,COD
T001305,U0389,P0068,4.0,3,2024-12-08 04:09:00,Debit Card
T001306,U0283,P0150,4.0,3,2024-02-18 00:46:00,Net Banking
T001307,U0437,P0188,4.0,5,2024-11-23 09:30:00,UPI
T001308,U0133,P0067,1.0,3,2024-02-29 14:33:00,UPI
T001309,U0379,P0136,1.0,4,2024-12-01 13:54:00,Credit Card
T001310,U0480,P0103,2.0,2,2024-02-17 11:05:00,Debit Card
T001311,U0308,P0134,1.0,4,2024-03-07 05:35:00,Credit Card
T001312,U0428,P0041,3.0,3,2024-11-18 14:52:00,Credit Card
T001313,U0059,P0119,4.0,5,2024-10-19 12:18:00,UPI
T001314,U0428,P0069,1.0,4,2024-09-11 05:43:00,Net Banking
T001315,U0007,P0185,4.0,5,2024-04-04 20:24:00,Debit Card
T001316,U0264,P0075,2.0,4,2024-02-15 07:36:00,Net Banking
T001317,U0081,P0173,2.0,4,2024-12-18 03:36:00,Debit Card
T001318,U0050,P0175,3.0,4,2024-08-12 00:11:00,COD
T001319,U0046,P0134,2.0,5,2024-03-27 03:18:00,Net Banking
T001320,U0065,P0158,3.0,4,2024-03-09 18:26:00,COD
T001321,U0267,P0174,1.0,5,2024-09-22 05:13:00,UPI
T001322,U0220,P0162,4.0,4,2024-08-29 18:23:00,COD
T001323,U0428,P0084,2.0,3,2024-02-02 14:45:00,UPI
T001324,U0489,P0199,3.0,5,2024-07-15 11:30:00,UPI
T001325,U0131,P0147,3.0,4,2024-03-12 05:17:00,Credit Card
T001326,U0484,P0145,4.0,3,2024-04-18 17:08:00,Debit Card
T001327,U0487,P0074,4.0,,2024-07-18 08:39:00,UPI
T001328,U0482,P0070,3.0,2,2024-12-14 19:45:00,Debit Card
T001329,U0085,P0020,2.0,5,2024-02-23 19:44:00,Debit Card
T001330,U0125,P0046,3.0,4,2024-06-13 09:00:00,UPI
T001331,U0358,P0065,1.0,4,2024-11-23 16:45:00,Credit Card
T001332,U0448,P0184,1.0,2,2024-08-13 11:21:00,Net Banking
T001333,U0441,P0086,2.0,4,2024-08-09 13:02:00,Credit Card
T001334,U0488,P0039,4.0,1,2024-04-06 11:49:00,COD
T001335,U0256,P0061,4.0,5,2024-08-18 08:25:00,Debit Card
T001336,U0191,P0059,3.0,3,2024-06-16 22:04:00,UPI
T001337,U0377,P0141,4.0,2,2024-08-23 17:24:00,Credit Card
T001338,U0381,P0054,4.0,3,2024-10-03 13:51:00,UPI
T001339,U0207,P0197,1.0,1,2024-10-19 10:46:00,Credit Card
T001340,U0123,P0086,1.0,4,2024-09-22 16:56:00,COD
T001341,U0018,P0014,4.0,5,2024-02-13 05:18:00,Credit Card
T001342,U0486,P0095,4.0,3,2024-03-31 12:41:00,Debit Card
T001343,U0244,P0092,3.0,4,2024-11-07 11:45:00,COD
T001344,U0292,P0005,1.0,,2024-06-16 02:33:00,UPI
T001345,U0211,P0096,2.0,3,2024-03-19 17:06:00,Debit Card
T001346,U0334,P0147,4.0,5,2024-06-14 14:54:00,UPI
T001347,U0331,P0024,4.0,4,2024-11-26 05:04:00,Net Banking
