event_id,user_id,product_id,event_type,session_id,timestamp,device,page_duration_sec,date,hour
E0002448,U0055,P0032,product_view,S000963,2024-03-15 21:11:39,mobile,5,2024-03-15,21
E0002449,U0414,P0189,page_view,S002505,2024-01-18 08:29:16,mobile,0,2024-01-18,8
E0002450,U0322,P0133,search,S002549,2024-03-10 12:29:09,desktop,22,2024-03-10,12
E0002451,U0228,P0053,wishlist_add,S002346,2024-09-28 10:53:49,mobile,21,2024-09-28,10
E0002452,U0352,P0113,add_to_cart,S002127,2024-08-31 21:24:41,mobile,2,2024-08-31,21
E0002453,U0151,P0007,page_view,S000990,2024-03-11 04:30:47,desktop,16,2024-03-11,4
E0002454,U0144,P0141,add_to_cart,S000530,2024-08-14 12:41:27,mobile,15,2024-08-14,12
E0002455,U0420,P0073,purchase,S000815,2024-05-24 21:51:46,tablet,50,2024-05-24,21
E0002456,U0452,P0101,page_view,S001862,2024-11-01 09:18:18,mobile,16,2024-11-01,9
E0002457,U0155,P0022,wishlist_add,S002345,2024-06-18 23:59:03,mobile,68,2024-06-18,23
E0002458,U0123,P0157,product_view,S002501,2024-05-24 09:53:56,tablet,21,2024-05-24,9
E0002459,U0492,P0032,wishlist_add,S002364,2024-12-15 20:04:13,desktop,5,2024-12-15,20
E0002460,U0036,P0126,add_to_cart,S002451,2024-07-18 06:18:00,mobile,5,2024-07-18,6
E0002461,U0042,P0200,product_view,S001947,2024-10-25 10:34:14,desktop,1,2024-10-25,10
E0002462,U0027,P0018,purchase,S000027,2024-07-02 08:14:47,mobile,4,2024-07-02,8
E0002463,U0370,P0126,page_view,S001841,2024-06-18 18:30:36,mobile,5,2024-06-18,18
E0002464,U0476,P0023,page_view,S001881,2024-05-18 09:34:35,mobile,14,2024-05-18,9
E0002465,U0091,P0057,add_to_cart,S001602,2024-11-09 17:30:50,tablet,32,2024-11-09,17
E0002466,U0098,P0004,page_view,S000272,2024-11-02 09:35:14,mobile,5,2024-11-02,9
E0002467,U0009,P0067,add_to_cart,S001379,2024-01-19 12:45:07,mobile,159,2024-01-19,12
E0002468,U0427,P0161,page_view,S001647,2024-08-11 22:21:56,desktop,21,2024-08-11,22
E0002469,U0272,P0106,product_view,S002390,2024-07-18 08:36:16,mobile,31,2024-07-18,8
E0002470,U0207,P0132,product_view,S002166,2024-06-21 09:08:42,mobile,37,2024-06-21,9
E0002471,U0216,P0074,page_view,S001072,2024-11-01 08:42:29,desktop,8,2024-11-01,8
E0002472,U0122,P0043,page_view,S000747,2024-05-20 20:56:29,mobile,40,2024-05-20,20
E0002473,U0318,P0190,page_view,S002809,2024-04-29 06:55:37,tablet,6,2024-04-29,6
E0002474,U0298,P0066,page_view,S001310,2024-12-06 07:08:51,mobile,18,2024-12-06,7
E0002475,U0332,P0198,page_view,S000614,2024-08-19 06:28:52,desktop,10,2024-08-19,6
E0002476,U0026,P0164,page_view,S000757,2024-02-18 04:58:07,desktop,23,2024-02-18,4
E0002477,U0082,P0134,product_view,S001742,2024-01-21 22:06:09,desktop,7,2024-01-21,22
E0002478,U0076,P0146,product_view,S002269,2024-10-12 03:33:38,mobile,9,2024-10-12,3
E0002479,U0012,P0091,page_view,S000853,2024-04-21 22:13:59,mobile,41,2024-04-21,22
E0002480,U0408,P0175,product_view,S002679,2024-07-14 16:42:41,mobile,1,2024-07-14,16
E0002481,U0220,P0033,purchase,S001998,2024-03-17 23:21:46,desktop,0,2024-03-17,23
E0002482,U0475,P0061,page_view,S001175,2024-12-17 15:13:10,mobile,20,2024-12-17,15
E0002483,U0100,P0111,add_to_cart,S001969,2024-09-14 05:54:56,mobile,20,2024-09-14,5
E0002484,U0065,P0057,page_view,S000875,2024-04-28 12:09:33,mobile,42,2024-04-28,12
E0002485,U0351,P0064,search,S002575,2024-03-16 05:45:53,mobile,10,2024-03-16,5
E0002486,U0401,P0186,add_to_cart,S000528,2024-03-23 10:26:20,desktop,65,2024-03-23,10
E0002487,U0219,P0020,page_view,S001177,2024-10-19 15:13:43,desktop,68,2024-10-19,15
E0002488,U0088,P0160,product_view,S002585,2024-08-11 20:22:07,desktop,44,2024-08-11,20
E0002489,U0274,P0084,product_view,S002429,2024-04-18 20:02:57,desktop,12,2024-04-18,20
E0002490,U0433,P0058,page_view,S000944,2024-06-15 21:14:02,mobile,32,2024-06-15,21
E0002491,U0021,P0050,page_view,S001042,2024-04-16 20:59:07,desktop,6,2024-04-16,20
E0002492,U0113,P0197,product_view,S001588,2024-12-30 04:57:13,tablet,4,2024-12-30,4
E0002493,U0153,P0085,add_to_cart,S000720,2024-02-06 12:45:59,desktop,39,2024-02-06,12
E0002494,U0483,P0019,wishlist_add,S001331,2024-04-29 10:55:08,mobile,113,2024-04-29,10
E0002495,U0115,P0087,page_view,S000917,2024-08-22 06:50:49,mobile,74,2024-08-22,6
E0002496,U0094,P0159,page_view,S000596,2024-11-25 13:11:29,mobile,50,2024-11-25,13
E0002497,U0346,P0032,search,S000811,2024-06-22 07:31:41,mobile,7,2024-06-22,7
E0002498,U0197,P0182,page_view,S000683,2024-04-09 22:23:06,mobile,25,2024-04-09,22
E0002499,U0003,P0196,page_view,S001254,2024-04-06 17:53:58,mobile,6,2024-04-06,17
E0002500,U0053,P0027,product_view,S002536,2024-08-24 07:06:32,desktop,15,2024-08-24,7
E0002501,U0072,P0018,page_view,S001384,2024-04-14 11:22:06,mobile,3,2024-04-14,11
E0002502,U0228,P0109,page_view,S000334,2024-02-14 14:07:07,desktop,26,2024-02-14,14
E0002503,U0390,P0179,search,S002294,2024-05-15 14:15:50,desktop,55,2024-05-15,14
E0002504,U0232,P0148,page_view,S001241,2024-03-25 12:08:42,desktop,81,2024-03-25,12
E0002505,U0224,P0061,add_to_cart,S000902,2024-09-25 12:35:02,tablet,13,2024-09-25,12
E0002506,U0105,P0177,product_view,S001305,2024-08-15 04:37:48,tablet,44,2024-08-15,4
E0002507,U0487,P0049,product_view,S002482,2024-03-24 16:46:31,desktop,18,2024-03-24,16
E0002508,U0100,P0171,product_view,S001253,2024-05-28 21:31:49,mobile,24,2024-05-28,21
E0002509,U0403,P0042,page_view,S002505,2024-05-11 04:20:29,desktop,80,2024-05-11,4
E0002510,U0074,P0117,search,S002249,2024-12-16 00:00:28,mobile,24,2024-12-16,0
E0002511,U0349,P0049,page_view,S002355,2024-08-24 19:07:16,mobile,20,2024-08-24,19
E0002512,U0247,P0033,wishlist_add,S001891,2024-04-06 11:10:28,mobile,65,2024-04-06,11
E0002513,U0455,P0125,add_to_cart,S002507,2024-05-15 03:29:06,mobile,12,2024-05-15,3
E0002514,U0475,P0116,remove_from_cart,S000717,2024-01-28 10:24:26,tablet,9,2024-01-28,10
E0002515,U0229,P0098,wishlist_add,S000286,2024-08-12 17:12:08,tablet,74,2024-08-12,17
E0002516,U0479,P0111,product_view,S001824,2024-01-01 16:45:22,desktop,11,2024-01-01,16
E0002517,U0073,P0154,page_view,S000126,2024-10-27 00:51:58,mobile,5,2024-10-27,0
E0002518,U0208,P0043,add_to_cart,S001228,2024-12-02 10:00:55,mobile,29,2024-12-02,10
E0002519,U0421,P0197,search,S002166,2024-12-19 15:43:42,desktop,74,2024-12-19,15
E0002520,U0261,P0118,search,S002896,2024-12-14 15:47:50,mobile,7,2024-12-14,15
E0002521,U0153,P0156,product_view,S000483,2024-05-12 04:22:47,desktop,21,2024-05-12,4
E0002522,U0472,P0080,page_view,S000896,2024-12-15 05:11:34,desktop,11,2024-12-15,5
E0002523,U0497,P0180,add_to_cart,S002628,2024-12-03 15:28:40,mobile,41,2024-12-03,15
E0002524,U0408,P0052,product_view,S001108,2024-09-11 04:14:26,mobile,37,2024-09-11,4
E0002525,U0326,P0142,page_view,S000167,2024-04-30 00:01:20,mobile,76,2024-04-30,0
E0002526,U0375,P0156,purchase,S001375,2024-12-19 23:01:06,mobile,17,2024-12-19,23
E0002527,U0031,P0172,product_view,S000397,2024-03-14 21:06:27,mobile,99,2024-03-14,21
E0002528,U0387,P0173,page_view,S000262,2024-08-26 11:02:46,mobile,30,2024-08-26,11
E0002529,U0369,P0126,page_view,S000106,2024-09-03 16:06:35,desktop,7,2024-09-03,16
E0002530,U0456,P0087,page_view,S002573,2024-03-05 05:11:23,mobile,2,2024-03-05,5
E0002531,U0227,P0052,product_view,S000298,2024-11-25 22:28:34,mobile,9,2024-11-25,22
E0002532,U0480,P0124,page_view,S002816,2024-10-14 08:26:06,desktop,15,2024-10-14,8
E0002533,U0062,P0044,page_view,S001428,2024-02-26 06:46:22,mobile,55,2024-02-26,6
E0002534,U0381,P0045,add_to_cart,S002257,2024-01-25 15:55:04,mobile,97,2024-01-25,15
E0002535,U0106,P0167,add_to_cart,S002491,2024-03-22 00:42:40,mobile,5,2024-03-22,0
E0002536,U0482,P0140,add_to_cart,S002254,2024-09-04 16:23:04,mobile,65,2024-09-04,16
E0002537,U0280,P0120,page_view,S001016,2024-06-22 15:04:18,desktop,27,2024-06-22,15
E0002538,U0452,P0011,product_view,S002227,2024-03-27 02:38:57,mobile,44,2024-03-27,2
E0002539,U0294,P0071,product_view,S002299,2024-12-08 19:49:44,desktop,83,2024-12-08,19
E0002540,U0372,P0178,search,S002460,2024-03-21 02:40:57,mobile,3,2024-03-21,2
E0002541,U0342,P0038,page_view,S002114,2024-11-05 09:20:26,desktop,27,2024-11-05,9
E0002542,U0263,P0160,page_view,S002461,2024-03-09 15:34:07,mobile,58,2024-03-09,15
E0002543,U0306,P0164,wishlist_add,S000166,2024-08-07 21:57:49,tablet,36,2024-08-07,21
E0002544,U0243,P0149,page_view,S002317,2024-06-09 11:22:27,tablet,42,2024-06-09,11
E0002545,U0302,P0056,page_view,S001769,2024-04-09 16:20:38,mobile,60,2024-04-09,16
E0002546,U0497,P0057,page_view,S000650,2024-09-30 16:29:27,mobile,10,2024-09-30,16
E0002547,U0216,P0120,page_view,S001381,2024-11-04 02:04:03,mobile,44,2024-11-04,2
E0002548,U0480,P0049,add_to_cart,S001719,2024-04-02 06:21:15,desktop,28,2024-04-02,6
E0002549,U0452,P0175,product_view,S002378,2024-02-28 16:47:13,mobile,2,2024-02-28,16
E0002550,U0001,P0052,search,S000366,2024-09-10 14:56:16,mobile,68,2024-09-10,14
E0002551,U0382,P0153,product_view,S000067,2024-07-23 11:56:49,mobile,21,2024-07-23,11
E0002552,U0112,P0052,product_view,S001111,2024-05-09 22:21:42,mobile,14,2024-05-09,22
E0002553,U0267,P0083,add_to_cart,S000860,2024-11-06 15:17:22,desktop,29,2024-11-06,15
E0002554,U0270,P0016,page_view,S002270,2024-07-15 19:05:25,mobile,0,2024-07-15,19
E0002555,U0155,P0193,page_view,S002173,2024-01-23 21:47:59,mobile,24,2024-01-23,21
E0002556,U0188,P0174,add_to_cart,S001980,2024-09-17 06:03:08,mobile,65,2024-09-17,6
E0002557,U0267,P0141,add_to_cart,S000293,2024-08-07 19:42:57,mobile,24,2024-08-07,19
E0002558,U0253,P0060,search,S000291,2024-09-24 04:17:38,mobile,2,2024-09-24,4
E0002559,U0230,P0042,page_view,S000509,2024-12-17 13:33:43,mobile,5,2024-12-17,13
E0002560,U0290,P0027,add_to_cart,S000870,2024-11-13 02:59:12,mobile,0,2024-11-13,2
E0002561,U0286,P0100,remove_from_cart,S000316,2024-02-02 16:44:12,mobile,100,2024-02-02,16
E0002562,U0379,P0150,product_view,S002274,2024-07-12 11:09:53,desktop,17,2024-07-12,11
E0002563,U0250,P0111,add_to_cart,S002259,2024-03-29 21:43:28,mobile,24,2024-03-29,21
E0002564,U0371,P0014,product_view,S001083,2024-10-19 22:59:45,mobile,33,2024-10-19,22
E0002565,U0320,P0016,remove_from_cart,S001940,2024-04-13 08:42:36,mobile,4,2024-04-13,8
E0002566,U0391,P0055,page_view,S000359,2024-10-30 03:20:30,mobile,11,2024-10-30,3
E0002567,U0217,P0113,page_view,S002269,2024-10-25 13:28:53,mobile,44,2024-10-25,13
E0002568,U0386,P0156,page_view,S000054,2024-01-13 04:52:10,tablet,31,2024-01-13,4
E0002569,U0188,P0029,product_view,S002861,2024-10-14 05:09:49,mobile,6,2024-10-14,5
E0002570,U0443,P0072,page_view,S002685,2024-02-29 21:38:58,mobile,5,2024-02-29,21
E0002571,U0117,P0098,page_view,S000226,2024-08-29 06:42:07,desktop,19,2024-08-29,6
E0002572,U0397,P0030,product_view,S002469,2024-10-01 09:12:32,mobile,1,2024-10-01,9
E0002573,U0185,P0121,remove_from_cart,S002971,2024-09-29 22:21:14,mobile,19,2024-09-29,22
E0002574,U0305,P0021,wishlist_add,S002726,2024-08-23 04:42:23,mobile,29,2024-08-23,4
E0002575,U0256,P0116,product_view,S002134,2024-12-08 22:28:29,mobile,16,2024-12-08,22
E0002576,U0190,P0073,add_to_cart,S002476,2024-10-07 01:04:56,mobile,65,2024-10-07,1
E0002577,U0215,P0011,purchase,S002392,2024-08-10 02:41:26,tablet,5,2024-08-10,2
E0002578,U0252,P0044,search,S000536,2024-08-27 18:51:17,mobile,52,2024-08-27,18
E0002579,U0021,P0048,add_to_cart,S001208,2024-09-27 15:52:23,desktop,11,2024-09-27,15
E0002580,U0203,P0043,product_view,S001547,2024-07-06 16:23:11,mobile,65,2024-07-06,16
E0002581,U0150,P0177,search,S000679,2024-06-06 12:39:44,desktop,20,2024-06-06,12
E0002582,U0157,P0177,remove_from_cart,S001951,2024-06-09 11:17:52,mobile,7,2024-06-09,11
E0002583,U0481,P0037,product_view,S001775,2024-07-26 04:49:41,desktop,22,2024-07-26,4
E0002584,U0251,P0053,add_to_cart,S000306,2024-12-05 23:40:55,mobile,6,2024-12-05,23
E0002585,U0093,P0108,page_view,S001092,2024-09-11 15:11:06,mobile,14,2024-09-11,15
E0002586,U0438,P0125,search,S002653,2024-03-10 05:17:40,desktop,13,2024-03-10,5
E0002587,U0356,P0180,page_view,S001492,2024-11-22 21:32:36,mobile,29,2024-11-22,21
E0002588,U0046,P0086,remove_from_cart,S000218,2024-05-05 08:58:43,tablet,44,2024-05-05,8
E0002589,U0050,P0149,add_to_cart,S002961,2024-05-07 14:36:35,mobile,40,2024-05-07,14
E0002590,U0314,P0056,product_view,S000662,2024-10-16 05:47:31,mobile,7,2024-10-16,5
E0002591,U0195,P0183,search,S001791,2024-02-17 20:45:47,tablet,20,2024-02-17,20
E0002592,U0450,P0110,product_view,S000704,2024-10-06 23:46:03,desktop,38,2024-10-06,23
E0002593,U0149,P0149,purchase,S001464,2024-12-28 09:09:14,mobile,17,2024-12-28,9
E0002594,U0415,P0121,add_to_cart,S002117,2024-03-08 08:33:55,mobile,2,2024-03-08,8
E0002595,U0488,P0179,page_view,S001262,2024-06-19 10:15:14,mobile,15,2024-06-19,10
E0002596,U0433,P0170,wishlist_add,S001530,2024-04-24 13:04:09,mobile,11,2024-04-24,13
E0002597,U0051,P0176,page_view,S001841,2024-04-16 00:43:07,mobile,0,2024-04-16,0
E0002598,U0033,P0080,add_to_cart,S001633,2024-07-24 03:41:52,desktop,74,2024-07-24,3
E0002599,U0077,P0154,page_view,S002700,2024-07-31 19:44:44,mobile,15,2024-07-31,19
E0002600,U0171,P0146,page_view,S000266,2024-03-04 17:55:52,mobile,4,2024-03-04,17
E0002601,U0442,P0186,wishlist_add,S000739,2024-12-02 22:31:19,desktop,22,2024-12-02,22
E0002602,U0356,P0100,search,S000762,2024-07-18 23:45:17,desktop,5,2024-07-18,23
E0002603,U0101,P0174,page_view,S001408,2024-05-22 05:20:39,mobile,4,2024-05-22,5
E0002604,U0262,P0080,page_view,S001363,2024-08-22 22:13:24,desktop,1,2024-08-22,22
E0002605,U0112,P0109,page_view,S000556,2024-06-03 07:36:16,mobile,54,2024-06-03,7
E0002606,U0188,P0047,page_view,S000260,2024-11-30 00:23:19,desktop,17,2024-11-30,0
E0002607,U0195,P0158,search,S001619,2024-04-06 18:20:57,desktop,12,2024-04-06,18
E0002608,U0436,P0013,page_view,S002962,2024-05-08 09:48:57,mobile,75,2024-05-08,9
E0002609,U0481,P0045,product_view,S001697,2024-02-05 01:31:39,desktop,69,2024-02-05,1
E0002610,U0338,P0168,page_view,S002559,2024-07-14 21:23:03,tablet,59,2024-07-14,21
E0002611,U0218,P0161,add_to_cart,S002187,2024-03-06 01:37:54,desktop,82,2024-03-06,1
E0002612,U0247,P0010,page_view,S002280,2024-08-16 17:49:55,desktop,34,2024-08-16,17
E0002613,U0159,P0198,product_view,S000473,2024-07-14 13:17:07,desktop,24,2024-07-14,13
E0002614,U0239,P0080,page_view,S001607,2024-06-22 16:30:38,desktop,8,2024-06-22,16
E0002615,U0030,P0193,add_to_cart,S002642,2024-03-21 03:07:04,mobile,10,2024-03-21,3
E0002616,U0472,P0197,product_view,S000123,2024-09-21 22:40:12,desktop,76,2024-09-21,22
E0002617,U0048,P0029,search,S001109,2024-06-20 03:58:54,desktop,38,2024-06-20,3
E0002618,U0059,P0090,page_view,S000707,2024-08-17 15:27:03,desktop,12,2024-08-17,15
E0002619,U0155,P0096,product_view,S000540,2024-07-18 09:52:42,mobile,25,2024-07-18,9
E0002620,U0387,P0092,add_to_cart,S001063,2024-01-22 16:33:18,mobile,21,2024-01-22,16
E0002621,U0034,P0054,product_view,S002913,2024-09-22 16:25:10,mobile,88,2024-09-22,16
E0002622,U0308,P0113,add_to_cart,S001531,2024-05-09 22:24:45,mobile,16,2024-05-09,22
E0002623,U0020,P0175,product_view,S001920,2024-11-08 10:46:50,desktop,31,2024-11-08,10
E0002624,U0228,P0040,purchase,S001860,2024-08-20 12:16:09,mobile,2,2024-08-20,12
E0002625,U0354,P0061,wishlist_add,S002392,2024-04-30 18:19:56,mobile,73,2024-04-30,18
E0002626,U0154,P0022,remove_from_cart,S001380,2024-05-23 08:16:26,mobile,17,2024-05-23,8
E0002627,U0090,P0098,page_view,S002078,2024-10-11 04:37:29,mobile,1,2024-10-11,4
E0002628,U0245,P0038,product_view,S002530,2024-06-30 19:34:43,mobile,5,2024-06-30,19
E0002629,U0081,P0032,page_view,S000043,2024-02-16 15:30:31,mobile,21,2024-02-16,15
E0002630,U0389,P0060,product_view,S001238,2024-10-17 02:45:38,tablet,8,2024-10-17,2
E0002631,U0499,P0029,search,S001499,2024-07-22 10:13:51,desktop,8,2024-07-22,10
E0002632,U0050,P0130,add_to_cart,S002007,2024-12-28 16:35:32,mobile,9,2024-12-28,16
E0002633,U0181,P0160,add_to_cart,S000392,2024-04-10 15:45:28,desktop,11,2024-04-10,15
E0002634,U0106,P0069,add_to_cart,S000881,2024-10-24 19:20:04,desktop,25,2024-10-24,19
E0002635,U0112,P0191,page_view,S002957,2024-10-18 12:06:45,desktop,50,2024-10-18,12
E0002636,U0103,P0121,page_view,S001226,2024-04-12 13:51:03,desktop,136,2024-04-12,13
E0002637,U0108,P0016,remove_from_cart,S001559,2024-08-30 10:20:24,mobile,22,2024-08-30,10
E0002638,U0305,P0194,page_view,S000474,2024-11-01 13:54:19,mobile,37,2024-11-01,13
E0002639,U0025,P0088,wishlist_add,S002382,2024-11-10 04:55:55,mobile,46,2024-11-10,4
E0002640,U0130,P0162,product_view,S000522,2024-12-07 18:14:51,mobile,57,2024-12-07,18
E0002641,U0023,P0173,purchase,S000756,2024-06-19 20:03:29,desktop,87,2024-06-19,20
E0002642,U0487,P0085,search,S001696,2024-08-30 00:56:38,desktop,18,2024-08-30,0
E0002643,U0392,P0184,product_view,S001572,2024-03-11 13:29:44,mobile,22,2024-03-11,13
E0002644,U0182,P0194,product_view,S002093,2024-02-27 19:31:10,desktop,14,2024-02-27,19
E0002645,U0166,P0017,wishlist_add,S001875,2024-06-02 17:26:54,mobile,24,2024-06-02,17
E0002646,U0344,P0156,product_view,S000790,2024-02-11 12:48:41,desktop,38,2024-02-11,12
E0002647,U0312,P0065,search,S002604,2024-05-04 05:41:59,mobile,29,2024-05-04,5
E0002648,U0464,P0113,remove_from_cart,S001660,2024-02-27 01:25:09,mobile,2,2024-02-27,1
E0002649,U0061,P0173,wishlist_add,S001018,2024-06-05 15:30:12,desktop,94,2024-06-05,15
E0002650,U0357,P0095,page_view,S001254,2024-08-13 06:33:27,mobile,17,2024-08-13,6
E0002651,U0150,P0174,search,S000106,2024-05-27 22:58:23,desktop,53,2024-05-27,22
E0002652,U0395,P0163,page_view,S000517,2024-08-31 03:11:50,tablet,0,2024-08-31,3
E0002653,U0137,P0178,product_view,S000899,2024-08-01 02:53:25,desktop,19,2024-08-01,2
E0002654,U0351,P0093,page_view,S000184,2024-12-24 14:13:14,mobile,33,2024-12-24,14
E0002655,U0083,P0048,add_to_cart,S000007,2024-06-13 19:44:17,mobile,11,2024-06-13,19
E0002656,U0438,P0145,page_view,S000684,2024-02-13 22:27:13,mobile,20,2024-02-13,22
E0002657,U0120,P0148,wishlist_add,S001191,2024-03-01 17:55:05,mobile,44,2024-03-01,17
E0002658,U0187,P0181,purchase,S002527,2024-03-04 06:34:19,mobile,79,2024-03-04,6
E0002659,U0235,P0069,search,S000696,2024-06-05 04:55:48,mobile,62,2024-06-05,4
E0002660,U0300,P0152,add_to_cart,S000957,2024-01-07 16:34:07,desktop,17,2024-01-07,16
E0002661,U0286,P0061,wishlist_add,S000220,2024-06-25 12:23:59,desktop,26,2024-06-25,12
E0002662,U0071,P0005,purchase,S001042,2024-12-21 09:36:01,desktop,75,2024-12-21,9
E0002663,U0124,P0157,product_view,S000906,2024-05-06 10:14:13,mobile,37,2024-05-06,10
E0002664,U0148,P0072,product_view,S001877,2024-09-27 11:42:52,desktop,74,2024-09-27,11
E0002665,U0084,P0166,page_view,S002678,2024-04-20 04:30:22,mobile,7,2024-04-20,4
E0002666,U0375,P0133,page_view,S001549,2024-05-10 19:49:57,mobile,40,2024-05-10,19
E0002667,U0115,P0200,product_view,S000623,2024-05-16 05:46:28,mobile,2,2024-05-16,5
E0002668,U0168,P0001,add_to_cart,S001628,2024-05-20 21:23:21,tablet,28,2024-05-20,21
E0002669,U0096,P0049,search,S002825,2024-03-15 15:07:25,mobile,55,2024-03-15,15
E0002670,U0186,P0009,remove_from_cart,S000344,2024-11-08 05:17:15,mobile,19,2024-11-08,5
E0002671,U0290,P0135,product_view,S002728,2024-10-11 07:09:53,mobile,5,2024-10-11,7
E0002672,U0078,P0128,add_to_cart,S000452,2024-07-05 05:33:27,desktop,40,2024-07-05,5
E0002673,U0218,P0109,add_to_cart,S000066,2024-09-03 17:03:53,desktop,0,2024-09-03,17
E0002674,U0279,P0063,product_view,S000838,2024-11-25 23:29:57,mobile,45,2024-11-25,23
E0002675,U0232,P0150,wishlist_add,S002983,2024-06-16 17:57:32,mobile,27,2024-06-16,17
E0002676,U0002,P0173,page_view,S000759,2024-06-18 06:12:27,mobile,62,2024-06-18,6
E0002677,U0227,P0120,add_to_cart,S001556,2024-01-04 11:02:54,desktop,52,2024-01-04,11
E0002678,U0444,P0006,page_view,S000511,2024-10-05 11:42:23,mobile,43,2024-10-05,11
E0002679,U0185,P0077,product_view,S002785,2024-10-23 04:06:04,mobile,11,2024-10-23,4
E0002680,U0159,P0091,remove_from_cart,S001917,2024-08-28 20:24:13,desktop,25,2024-08-28,20
E0002681,U0237,P0079,remove_from_cart,S001893,2024-08-07 22:43:39,mobile,10,2024-08-07,22
E0002682,U0167,P0132,search,S000327,2024-01-03 12:22:47,desktop,25,2024-01-03,12
E0002683,U0465,P0183,page_view,S001915,2024-04-27 04:43:22,desktop,0,2024-04-27,4
E0002684,U0092,P0102,page_view,S000278,2024-07-19 23:34:58,desktop,96,2024-07-19,23
E0002685,U0396,P0019,page_view,S000131,2024-04-01 04:37:39,tablet,5,2024-04-01,4
E0002686,U0040,P0180,add_to_cart,S002574,2024-12-25 22:02:46,mobile,53,2024-12-25,22
E0002687,U0482,P0180,search,S001481,2024-01-01 20:03:45,mobile,1,2024-01-01,20
E0002688,U0073,P0047,add_to_cart,S000463,2024-01-01 14:59:25,desktop,9,2024-01-01,14
E0002689,U0394,P0172,page_view,S002547,2024-08-03 01:50:53,mobile,25,2024-08-03,1
E0002690,U0458,P0035,product_view,S002734,2024-05-11 05:45:51,desktop,6,2024-05-11,5
E0002691,U0261,P0015,product_view,S002644,2024-06-07 05:58:05,tablet,129,2024-06-07,5
E0002692,U0065,P0129,page_view,S001743,2024-01-11 07:52:34,desktop,63,2024-01-11,7
E0002693,U0091,P0077,page_view,S000591,2024-02-16 05:17:30,mobile,4,2024-02-16,5
E0002694,U0213,P0155,product_view,S000494,2024-09-01 09:04:21,desktop,34,2024-09-01,9
E0002695,U0021,P0067,product_view,S001170,2024-03-11 08:52:24,desktop,25,2024-03-11,8
E0002696,U0357,P0129,product_view,S000986,2024-09-18 14:41:11,desktop,20,2024-09-18,14
E0002697,U0145,P0104,add_to_cart,S001281,2024-04-17 01:07:05,desktop,11,2024-04-17,1
E0002698,U0272,P0141,product_view,S001944,2024-09-11 22:19:36,mobile,132,2024-09-11,22
E0002699,U0103,P0080,search,S001764,2024-09-14 16:52:45,mobile,10,2024-09-14,16
E0002700,U0202,P0134,purchase,S000797,2024-10-13 08:25:39,desktop,47,2024-10-13,8
E0002701,U0124,P0019,page_view,S001475,2024-06-24 10:56:53,mobile,1,2024-06-24,10
E0002702,U0333,P0096,add_to_cart,S000265,2024-09-13 11:04:27,tablet,50,2024-09-13,11
E0002703,U0110,P0183,purchase,S002667,2024-02-26 10:59:47,mobile,4,2024-02-26,10
E0002704,U0434,P0136,add_to_cart,S002266,2024-08-13 03:48:55,mobile,17,2024-08-13,3
E0002705,U0109,P0143,page_view,S001004,2024-05-31 03:44:48,desktop,23,2024-05-31,3
E0002706,U0444,P0178,page_view,S001378,2024-09-26 02:59:28,desktop,0,2024-09-26,2
E0002707,U0281,P0120,wishlist_add,S002056,2024-12-15 09:21:09,desktop,6,2024-12-15,9
E0002708,U0399,P0047,wishlist_add,S002834,2024-11-28 14:40:03,mobile,3,2024-11-28,14
E0002709,U0297,P0128,purchase,S000950,2024-11-02 21:38:49,mobile,3,2024-11-02,21
E0002710,U0346,P0198,product_view,S001404,2024-07-18 06:22:09,desktop,41,2024-07-18,6
E0002711,U0126,P0167,page_view,S000527,2024-08-08 17:03:52,mobile,9,2024-08-08,17
E0002712,U0441,P0158,product_view,S001142,2024-03-12 04:57:11,mobile,27,2024-03-12,4
E0002713,U0351,P0168,search,S000379,2024-03-31 12:02:20,mobile,56,2024-03-31,12
E0002714,U0397,P0100,product_view,S001159,2024-12-28 15:51:45,desktop,33,2024-12-28,15
E0002715,U0021,P0109,page_view,S002603,2024-11-11 21:12:09,mobile,75,2024-11-11,21
E0002716,U0041,P0085,product_view,S001591,2024-11-24 18:14:40,desktop,53,2024-11-24,18
E0002717,U0156,P0127,page_view,S002133,2024-06-16 10:36:49,mobile,15,2024-06-16,10
E0002718,U0320,P0065,product_view,S000407,2024-04-06 04:32:14,mobile,1,2024-04-06,4
E0002719,U0203,P0111,page_view,S001278,2024-03-30 16:40:51,desktop,18,2024-03-30,16
E0002720,U0252,P0098,product_view,S000075,2024-10-31 09:28:18,mobile,3,2024-10-31,9
E0002721,U0065,P0119,search,S000329,2024-10-26 04:16:48,desktop,67,2024-10-26,4
E0002722,U0183,P0026,add_to_cart,S001417,2024-05-23 06:30:13,mobile,47,2024-05-23,6
E0002723,U0304,P0112,page_view,S002713,2024-08-28 05:40:06,mobile,67,2024-08-28,5
E0002724,U0112,P0176,page_view,S000345,2024-10-02 00:44:43,tablet,12,2024-10-02,0
E0002725,U0168,P0118,page_view,S002964,2024-08-25 17:38:13,desktop,28,2024-08-25,17
E0002726,U0407,P0119,add_to_cart,S001860,2024-02-19 01:48:39,desktop,29,2024-02-19,1
E0002727,U0276,P0039,page_view,S002175,2024-03-28 10:55:56,mobile,48,2024-03-28,10
E0002728,U0060,P0017,search,S002017,2024-09-06 10:15:19,tablet,23,2024-09-06,10
