transaction_id,user_id,product_id,quantity,rating,timestamp,payment_method,date,hour,day_of_week,month
T001031,U0268,P0080,4.0,3.0,2024-04-26 00:04:00,Net Banking,2024-04-26,0,4,4
T001032,U0410,P0044,4.0,1.0,2024-10-22 11:10:00,Credit Card,2024-10-22,11,1,10
T001033,U0343,P0189,4.0,2.0,2024-09-18 19:16:00,Credit Card,2024-09-18,19,2,9
T001034,U0115,P0174,1.0,4.0,2024-12-23 20:56:00,UPI,2024-12-23,20,0,12
T001035,U0367,P0004,4.0,5.0,2024-10-04 01:23:00,Net Banking,2024-10-04,1,4,10
T001036,U0201,P0124,3.0,3.0,2024-11-26 05:28:00,UPI,2024-11-26,5,1,11
T001037,U0364,P0178,2.0,5.0,2024-10-22 18:51:00,Credit Card,2024-10-22,18,1,10
T001038,U0097,P0182,3.0,5.0,2024-02-21 10:44:00,UPI,2024-02-21,10,2,2
T001039,U0436,P0071,1.0,4.0,2024-07-02 21:57:00,Debit Card,2024-07-02,21,1,7
T001040,U0143,P0176,4.0,5.0,2024-04-30 06:06:00,UPI,2024-04-30,6,1,4
T001041,U0360,P0192,2.0,5.0,2024-09-13 04:27:00,Debit Card,2024-09-13,4,4,9
T001042,U0304,P0109,3.0,2.0,2024-09-02 16:15:00,Net Banking,2024-09-02,16,0,9
T001043,U0464,P0160,4.0,4.0,2024-06-17 04:16:00,Debit Card,2024-06-17,4,0,6
T001044,U0242,P0037,2.0,5.0,2024-02-12 13:24:00,Debit Card,2024-02-12,13,0,2
T001045,U0475,P0100,2.0,3.0,2024-01-25 23:25:00,Credit Card,2024-01-25,23,3,1
T001046,U0309,P0013,3.0,4.0,2024-01-30 19:00:00,Debit Card,2024-01-30,19,1,1
T001047,U0012,P0069,4.0,3.0,2024-02-13 07:05:00,COD,2024-02-13,7,1,2
T001048,U0076,P0090,2.0,5.0,2024-09-12 02:21:00,UPI,2024-09-12,2,3,9
T001049,U0500,P0076,2.0,5.0,2024-11-28 03:45:00,UPI,2024-11-28,3,3,11
T001050,U0434,P0100,3.0,5.0,2024-06-13 03:05:00,Debit Card,2024-06-13,3,3,6
T001051,U0303,P0091,1.0,5.0,2024-07-23 17:42:00,Net Banking,2024-07-23,17,1,7
T001052,U0491,P0117,1.0,2.0,2024-10-12 21:42:00,Credit Card,2024-10-12,21,5,10
T001053,U0032,P0147,2.0,5.0,2024-12-04 12:01:00,Credit Card,2024-12-04,12,2,12
T001054,U0373,P0176,4.0,4.0,2024-11-08 15:02:00,Credit Card,2024-11-08,15,4,11
T001055,U0116,P0069,4.0,5.0,2024-08-16 10:13:00,Debit Card,2024-08-16,10,4,8
T001056,U0100,P0016,2.0,3.0,2024-09-11 15:09:00,UPI,2024-09-11,15,2,9
T001057,U0483,P0073,4.0,5.0,2024-08-24 14:41:00,Net Banking,2024-08-24,14,5,8
T001058,U0191,P0178,3.0,4.0,2024-03-15 15:58:00,Credit Card,2024-03-15,15,4,3
T001059,U0203,P0048,1.0,3.0,2024-02-08 19:15:00,UPI,2024-02-08,19,3,2
T001060,U0264,P0158,3.0,3.0,2024-03-15 13:01:00,Credit Card,2024-03-15,13,4,3
T001061,U0104,P0166,2.0,2.0,2024-06-12 23:15:00,UPI,2024-06-12,23,2,6
T001062,U0161,P0002,2.0,4.0,2024-05-02 23:34:00,COD,2024-05-02,23,3,5
T001063,U0214,P0030,3.0,3.0,2024-11-19 17:34:00,COD,2024-11-19,17,1,11
T001064,U0125,P0021,2.0,4.0,2024-10-13 00:51:00,Credit Card,2024-10-13,0,6,10
T001065,U0279,P0183,4.0,5.0,2024-12-11 21:57:00,UPI,2024-12-11,21,2,12
T001066,U0038,P0105,4.0,2.0,2024-07-18 08:45:00,UPI,2024-07-18,8,3,7
T001067,U0272,P0105,2.0,5.0,2024-09-06 09:46:00,Credit Card,2024-09-06,9,4,9
T001068,U0099,P0080,4.0,1.0,2024-10-17 11:51:00,Credit Card,2024-10-17,11,3,10
T001069,U0313,P0032,1.0,5.0,2024-10-04 10:38:00,UPI,2024-10-04,10,4,10
T001070,U0331,P0031,2.0,4.0,2024-09-10 00:11:00,Debit Card,2024-09-10,0,1,9
T001071,U0334,P0041,1.0,4.0,2024-05-29 06:48:00,UPI,2024-05-29,6,2,5
T001072,U0092,P0098,2.0,2.0,2024-09-08 21:15:00,UPI,2024-09-08,21,6,9
T001073,U0128,P0179,1.0,2.0,2024-07-19 14:50:00,Debit Card,2024-07-19,14,4,7
T001074,U0305,P0101,2.0,4.0,2024-12-01 15:03:00,Credit Card,2024-12-01,15,6,12
T001075,U0280,P0159,3.0,3.0,2024-04-09 18:03:00,UPI,2024-04-09,18,1,4
T001076,U0223,P0042,1.0,3.0,2024-11-10 00:22:00,UPI,2024-11-10,0,6,11
T001077,U0264,P0168,1.0,4.0,2024-07-22 01:26:00,Net Banking,2024-07-22,1,0,7
T001078,U0096,P0190,3.0,4.0,2024-02-07 19:52:00,Credit Card,2024-02-07,19,2,2
T001079,U0294,P0121,2.0,5.0,2024-11-10 03:23:00,UPI,2024-11-10,3,6,11
T001080,U0340,P0130,4.0,4.0,2024-05-02 19:48:00,COD,2024-05-02,19,3,5
T001081,U0160,P0057,1.0,2.0,2024-03-09 04:34:00,Debit Card,2024-03-09,4,5,3
T001082,U0051,P0102,4.0,5.0,2024-02-19 04:26:00,UPI,2024-02-19,4,0,2
T001083,U0034,P0034,3.0,2.0,2024-01-21 00:45:00,COD,2024-01-21,0,6,1
T001084,U0050,P0021,2.0,3.0,2024-01-12 10:19:00,UPI,2024-01-12,10,4,1
T001085,U0416,P0163,2.0,1.0,2024-09-11 23:24:00,UPI,2024-09-11,23,2,9
T001086,U0467,P0110,1.0,1.0,2024-05-26 02:59:00,Credit Card,2024-05-26,2,6,5
T001087,U0357,P0036,2.0,5.0,2024-02-15 16:54:00,Credit Card,2024-02-15,16,3,2
T001088,U0463,P0161,2.0,3.0,2024-11-09 23:07:00,Net Banking,2024-11-09,23,5,11
T001090,U0370,P0094,3.0,4.0,2024-05-08 13:15:00,Credit Card,2024-05-08,13,2,5
T001091,U0358,P0098,3.0,3.0,2024-05-31 17:04:00,Net Banking,2024-05-31,17,4,5
T001092,U0083,P0059,3.0,4.0,2024-12-07 00:34:00,COD,2024-12-07,0,5,12
T001093,U0455,P0129,4.0,4.0,2024-05-28 18:31:00,Debit Card,2024-05-28,18,1,5
T001094,U0313,P0080,3.0,3.0,2024-03-05 22:58:00,Debit Card,2024-03-05,22,1,3
T001095,U0352,P0008,2.0,4.0,2024-07-08 13:41:00,Debit Card,2024-07-08,13,0,7
T001096,U0068,P0093,3.0,5.0,2024-12-22 04:17:00,Debit Card,2024-12-22,4,6,12
T001097,U0064,P0024,4.0,4.0,2024-06-05 07:05:00,UPI,2024-06-05,7,2,6
T001098,U0011,P0194,1.0,5.0,2024-12-26 21:59:00,Net Banking,2024-12-26,21,3,12
T001099,U0279,P0139,4.0,4.0,2024-06-06 07:31:00,COD,2024-06-06,7,3,6
T001100,U0385,P0047,4.0,5.0,2024-12-26 18:42:00,UPI,2024-12-26,18,3,12
T001101,U0228,P0174,4.0,4.0,2024-06-28 05:07:00,Net Banking,2024-06-28,5,4,6
T001102,U0059,P0137,4.0,4.0,2024-05-31 03:24:00,Credit Card,2024-05-31,3,4,5
T001103,U0185,P0102,2.0,5.0,2024-10-06 06:29:00,Debit Card,2024-10-06,6,6,10
T001104,U0228,P0168,1.0,5.0,2024-11-13 01:13:00,Net Banking,2024-11-13,1,2,11
T001105,U0131,P0045,4.0,5.0,2024-10-03 18:07:00,Credit Card,2024-10-03,18,3,10
T001106,U0019,P0004,3.0,5.0,2024-03-29 15:01:00,UPI,2024-03-29,15,4,3
T001107,U0427,P0001,4.0,4.0,2024-07-10 13:21:00,Debit Card,2024-07-10,13,2,7
T001108,U0444,P0121,1.0,4.0,2024-05-13 01:50:00,Debit Card,2024-05-13,1,0,5
T001109,U0358,P0086,4.0,2.0,2024-05-04 08:32:00,Net Banking,2024-05-04,8,5,5
T001110,U0447,P0021,4.0,3.0,2024-10-20 08:11:00,UPI,2024-10-20,8,6,10
T001111,U0035,P0055,3.0,3.0,2024-07-10 06:42:00,COD,2024-07-10,6,2,7
T001112,U0489,P0179,3.0,5.0,2024-12-22 18:40:00,UPI,2024-12-22,18,6,12
T001113,U0246,P0114,2.0,5.0,2024-07-15 07:30:00,UPI,2024-07-15,7,0,7
T001114,U0150,P0158,4.0,3.0,2024-02-12 15:43:00,Credit Card,2024-02-12,15,0,2
T001115,U0469,P0064,1.0,4.0,2024-05-17 04:07:00,Net Banking,2024-05-17,4,4,5
T001116,U0412,P0018,2.0,5.0,2024-03-12 14:25:00,Net Banking,2024-03-12,14,1,3
T001117,U0259,P0157,3.0,3.0,2024-06-07 14:05:00,UPI,2024-06-07,14,4,6
T001118,U0478,P0181,2.0,5.0,2024-04-12 09:12:00,Net Banking,2024-04-12,9,4,4
T001119,U0205,P0053,3.0,3.0,2024-12-19 14:09:00,UPI,2024-12-19,14,3,12
T001120,U0272,P0006,1.0,4.0,2024-01-15 04:57:00,Credit Card,2024-01-15,4,0,1
T001121,U0062,P0167,1.0,5.0,2024-07-30 20:29:00,Debit Card,2024-07-30,20,1,7
T001122,U0409,P0051,4.0,4.0,2024-01-09 04:34:00,UPI,2024-01-09,4,1,1
T001123,U0455,P0050,2.0,5.0,2024-07-03 06:24:00,Debit Card,2024-07-03,6,2,7
T001124,U0427,P0032,3.0,4.0,2024-09-08 18:34:00,UPI,2024-09-08,18,6,9
T001125,U0251,P0020,3.0,4.0,2024-05-10 17:03:00,Credit Card,2024-05-10,17,4,5
T001126,U0441,P0159,3.0,4.0,2024-03-07 11:13:00,Debit Card,2024-03-07,11,3,3
T001127,U0005,P0042,3.0,3.0,2024-02-26 10:22:00,UPI,2024-02-26,10,0,2
T001128,U0352,P0013,4.0,1.0,2024-11-01 05:55:00,Debit Card,2024-11-01,5,4,11
T001129,U0228,P0155,1.0,2.0,2024-10-10 04:21:00,UPI,2024-10-10,4,3,10
T001130,U0386,P0147,2.0,4.0,2024-12-29 14:00:00,Debit Card,2024-12-29,14,6,12
T001131,U0165,P0160,1.0,5.0,2024-09-16 14:58:00,UPI,2024-09-16,14,0,9
T001132,U0442,P0185,3.0,4.0,2024-08-11 11:29:00,Credit Card,2024-08-11,11,6,8
T001133,U0306,P0062,4.0,1.0,2024-09-26 15:22:00,Net Banking,2024-09-26,15,3,9
T001134,U0492,P0035,1.0,4.0,2024-12-26 15:40:00,UPI,2024-12-26,15,3,12
T001135,U0444,P0177,3.0,4.0,2024-11-09 22:15:00,Credit Card,2024-11-09,22,5,11
T001136,U0442,P0025,4.0,3.0,2024-11-20 19:23:00,UPI,2024-11-20,19,2,11
T001137,U0058,P0121,4.0,4.0,2024-09-21 06:57:00,Net Banking,2024-09-21,6,5,9
T001138,U0186,P0134,3.0,2.0,2024-04-21 16:35:00,Net Banking,2024-04-21,16,6,4
T001139,U0235,P0103,3.0,3.0,2024-05-28 16:55:00,Credit Card,2024-05-28,16,1,5
T001140,U0473,P0134,3.0,4.0,2024-10-02 15:39:00,UPI,2024-10-02,15,2,10
T001141,U0491,P0171,3.0,2.0,2024-03-31 19:02:00,COD,2024-03-31,19,6,3
T001142,U0232,P0092,1.0,5.0,2024-07-25 04:43:00,Net Banking,2024-07-25,4,3,7
T001143,U0023,P0007,1.0,2.0,2024-08-08 08:00:00,Credit Card,2024-08-08,8,3,8
T001144,U0176,P0197,4.0,3.0,2024-04-26 21:24:00,UPI,2024-04-26,21,4,4
T001145,U0493,P0008,3.0,2.0,2024-12-03 01:24:00,UPI,2024-12-03,1,1,12
T001146,U0197,P0088,1.0,5.0,2024-11-03 08:57:00,COD,2024-11-03,8,6,11
T001147,U0018,P0023,3.0,4.0,2024-07-23 10:56:00,UPI,2024-07-23,10,1,7
T001148,U0424,P0090,2.0,4.0,2024-09-20 13:54:00,Credit Card,2024-09-20,13,4,9
T001149,U0074,P0080,4.0,3.0,2024-05-21 09:25:00,Net Banking,2024-05-21,9,1,5
T001150,U0358,P0020,1.0,2.0,2024-04-24 01:42:00,UPI,2024-04-24,1,2,4
T001151,U0265,P0134,3.0,5.0,2024-12-20 09:23:00,UPI,2024-12-20,9,4,12
T001152,U0018,P0047,3.0,2.0,2024-03-06 15:53:00,COD,2024-03-06,15,2,3
T001153,U0182,P0011,2.0,5.0,2024-01-12 12:06:00,UPI,2024-01-12,12,4,1
T001154,U0082,P0032,1.0,4.0,2024-01-04 03:47:00,Credit Card,2024-01-04,3,3,1
T001155,U0184,P0128,1.0,2.0,2024-10-05 13:04:00,COD,2024-10-05,13,5,10
T001156,U0384,P0176,3.0,5.0,2024-01-12 06:04:00,Credit Card,2024-01-12,6,4,1
T001157,U0248,P0085,2.0,4.0,2024-03-18 14:06:00,UPI,2024-03-18,14,0,3
T001158,U0043,P0081,1.0,5.0,2024-06-03 08:35:00,Debit Card,2024-06-03,8,0,6
T001159,U0324,P0119,1.0,3.0,2024-10-26 08:20:00,UPI,2024-10-26,8,5,10
T001160,U0409,P0112,4.0,4.0,2024-05-15 06:33:00,Debit Card,2024-05-15,6,2,5
T001161,U0153,P0179,2.0,5.0,2024-07-23 22:53:00,UPI,2024-07-23,22,1,7
T001162,U0322,P0100,1.0,4.0,2024-10-27 05:58:00,Net Banking,2024-10-27,5,6,10
T001163,U0100,P0163,3.0,4.0,2024-03-24 09:32:00,Credit Card,2024-03-24,9,6,3
T001164,U0329,P0066,4.0,2.0,2024-06-05 13:05:00,UPI,2024-06-05,13,2,6
T001165,U0095,P0107,4.0,3.0,2024-12-16 00:28:00,Credit Card,2024-12-16,0,0,12
T001166,U0442,P0168,3.0,3.0,2024-02-11 22:37:00,COD,2024-02-11,22,6,2
T001167,U0489,P0093,1.0,5.0,2024-11-14 08:15:00,Net Banking,2024-11-14,8,3,11
T001168,U0461,P0167,1.0,2.0,2024-08-23 15:21:00,UPI,2024-08-23,15,4,8
T001169,U0373,P0098,4.0,4.0,2024-08-29 16:52:00,Net Banking,2024-08-29,16,3,8
T001170,U0184,P0024,3.0,4.0,2024-01-10 20:53:00,Debit Card,2024-01-10,20,2,1
T001171,U0262,P0191,1.0,4.0,2024-01-19 02:50:00,UPI,2024-01-19,2,4,1
T001172,U0114,P0198,2.0,2.0,2024-08-04 01:27:00,Debit Card,2024-08-04,1,6,8
T001173,U0057,P0099,2.0,4.0,2024-06-29 11:15:00,Net Banking,2024-06-29,11,5,6
T001174,U0103,P0087,2.0,4.0,2024-12-11 11:11:00,Debit Card,2024-12-11,11,2,12
T001175,U0423,P0084,1.0,4.0,2024-06-29 09:21:00,UPI,2024-06-29,9,5,6
T001176,U0112,P0107,1.0,5.0,2024-11-14 16:36:00,UPI,2024-11-14,16,3,11
T001177,U0218,P0175,2.0,4.0,2024-06-29 23:47:00,COD,2024-06-29,23,5,6
T001178,U0450,P0087,2.0,5.0,2024-02-20 09:02:00,Debit Card,2024-02-20,9,1,2
T001179,U0056,P0035,3.0,4.0,2024-06-12 17:37:00,Net Banking,2024-06-12,17,2,6
T001180,U0192,P0174,3.0,5.0,2024-05-10 20:09:00,Net Banking,2024-05-10,20,4,5
T001181,U0115,P0141,2.0,2.0,2024-12-23 15:51:00,Net Banking,2024-12-23,15,0,12
T001182,U0379,P0127,2.0,4.0,2024-03-31 14:38:00,COD,2024-03-31,14,6,3
T001183,U0342,P0011,3.0,1.0,2024-01-23 09:13:00,UPI,2024-01-23,9,1,1
T001184,U0129,P0110,2.0,3.0,2024-09-04 16:45:00,UPI,2024-09-04,16,2,9
T001185,U0262,P0077,4.0,4.0,2024-03-11 15:21:00,Debit Card,2024-03-11,15,0,3
T001186,U0209,P0017,3.0,5.0,2024-12-14 23:58:00,UPI,2024-12-14,23,5,12
T001187,U0296,P0052,1.0,4.0,2024-08-01 18:29:00,Credit Card,2024-08-01,18,3,8
T001188,U0281,P0160,4.0,3.0,2024-06-09 23:42:00,UPI,2024-06-09,23,6,6
T001189,U0427,P0045,2.0,4.0,2024-06-24 10:13:00,UPI,2024-06-24,10,0,6
T001190,U0371,P0090,3.0,2.0,2024-09-21 11:35:00,COD,2024-09-21,11,5,9
T001191,U0208,P0133,2.0,3.0,2024-04-06 04:53:00,Credit Card,2024-04-06,4,5,4
T001192,U0113,P0182,3.0,4.0,2024-01-11 01:43:00,UPI,2024-01-11,1,3,1
T001193,U0360,P0053,2.0,3.0,2024-09-05 21:32:00,UPI,2024-09-05,21,3,9
T001194,U0164,P0029,4.0,3.0,2024-05-13 01:17:00,Credit Card,2024-05-13,1,0,5
T001195,U0174,P0023,3.0,4.0,2024-03-15 10:48:00,COD,2024-03-15,10,4,3
T001196,U0214,P0037,1.0,3.0,2024-09-21 21:38:00,UPI,2024-09-21,21,5,9
T001197,U0043,P0016,2.0,4.0,2024-09-30 20:57:00,Credit Card,2024-09-30,20,0,9
T001198,U0270,P0067,3.0,2.0,2024-09-24 22:47:00,UPI,2024-09-24,22,1,9
T001199,U0462,P0122,1.0,4.0,2024-06-19 19:14:00,UPI,2024-06-19,19,2,6
T001200,U0453,P0077,3.0,5.0,2024-01-15 16:47:00,UPI,2024-01-15,16,0,1
T001201,U0300,P0051,1.0,1.0,2024-03-24 11:31:00,Debit Card,2024-03-24,11,6,3
T001202,U0395,P0047,1.0,4.0,2024-02-18 11:12:00,UPI,2024-02-18,11,6,2
T001203,U0303,P0137,4.0,4.0,2024-06-17 16:43:00,Net Banking,2024-06-17,16,0,6
T001204,U0163,P0116,4.0,3.0,2024-11-17 14:27:00,UPI,2024-11-17,14,6,11
T001205,U0285,P0103,1.0,4.0,2024-04-10 10:54:00,UPI,2024-04-10,10,2,4
T001206,U0204,P0157,1.0,5.0,2024-01-15 16:10:00,UPI,2024-01-15,16,0,1
T001207,U0381,P0059,1.0,2.0,2024-07-05 22:53:00,Credit Card,2024-07-05,22,4,7
T001209,U0240,P0194,4.0,4.0,2024-05-12 09:54:00,Credit Card,2024-05-12,9,6,5
T001210,U0422,P0032,4.0,4.0,2024-01-06 17:26:00,Credit Card,2024-01-06,17,5,1
T001211,U0365,P0035,1.0,3.0,2024-01-08 04:53:00,Debit Card,2024-01-08,4,0,1
T001212,U0047,P0115,2.0,4.0,2024-09-02 17:08:00,Credit Card,2024-09-02,17,0,9
T001213,U0187,P0088,1.0,4.0,2024-06-18 10:51:00,COD,2024-06-18,10,1,6
T001214,U0487,P0019,1.0,3.0,2024-12-26 23:29:00,UPI,2024-12-26,23,3,12
T001215,U0397,P0079,3.0,4.0,2024-11-15 08:03:00,UPI,2024-11-15,8,4,11
T001216,U0044,P0006,2.0,3.0,2024-10-26 18:44:00,Debit Card,2024-10-26,18,5,10
T001217,U0031,P0085,3.0,4.0,2024-10-26 01:28:00,COD,2024-10-26,1,5,10
T001218,U0238,P0104,2.0,4.0,2024-08-21 15:15:00,UPI,2024-08-21,15,2,8
T001219,U0392,P0033,3.0,4.0,2024-01-21 23:46:00,Net Banking,2024-01-21,23,6,1
T001220,U0319,P0146,4.0,5.0,2024-09-06 02:42:00,UPI,2024-09-06,2,4,9
T001221,U0158,P0096,1.0,5.0,2024-03-21 23:07:00,Net Banking,2024-03-21,23,3,3
T001222,U0446,P0053,1.0,4.0,2024-11-30 05:06:00,UPI,2024-11-30,5,5,11
T001223,U0104,P0057,2.0,4.0,2024-02-13 21:35:00,UPI,2024-02-13,21,1,2
T001224,U0203,P0198,4.0,4.0,2024-02-03 19:07:00,Credit Card,2024-02-03,19,5,2
T001225,U0259,P0045,4.0,5.0,2024-06-12 06:28:00,Debit Card,2024-06-12,6,2,6
T001226,U0125,P0017,1.0,3.0,2024-12-25 05:20:00,Credit Card,2024-12-25,5,2,12
T001227,U0415,P0053,3.0,5.0,2024-09-12 18:47:00,Net Banking,2024-09-12,18,3,9
T001228,U0312,P0158,4.0,3.0,2024-02-01 23:34:00,Net Banking,2024-02-01,23,3,2
T001229,U0328,P0165,2.0,4.0,2024-02-03 12:46:00,COD,2024-02-03,12,5,2
T001230,U0163,P0193,3.0,5.0,2024-07-17 12:37:00,Credit Card,2024-07-17,12,2,7
T001232,U0019,P0109,4.0,4.0,2024-06-21 01:30:00,Credit Card,2024-06-21,1,4,6
T001233,U0214,P0020,3.0,1.0,2024-10-28 13:35:00,Net Banking,2024-10-28,13,0,10
T001234,U0095,P0007,4.0,3.0,2024-02-13 11:50:00,Credit Card,2024-02-13,11,1,2
T001235,U0045,P0014,2.0,3.0,2024-03-21 05:28:00,Net Banking,2024-03-21,5,3,3
T001236,U0054,P0160,4.0,3.0,2024-07-03 23:36:00,Debit Card,2024-07-03,23,2,7
T001237,U0335,P0152,1.0,4.0,2024-04-24 18:33:00,UPI,2024-04-24,18,2,4
T001238,U0087,P0086,1.0,4.0,2024-01-17 13:46:00,Debit Card,2024-01-17,13,2,1
T001239,U0130,P0037,4.0,3.0,2024-12-11 17:11:00,Debit Card,2024-12-11,17,2,12
T001240,U0086,P0176,4.0,4.0,2024-06-16 11:15:00,Credit Card,2024-06-16,11,6,6
T001241,U0241,P0198,3.0,5.0,2024-12-04 03:44:00,UPI,2024-12-04,3,2,12
T001242,U0455,P0008,2.0,3.0,2024-01-30 05:33:00,UPI,2024-01-30,5,1,1
T001243,U0324,P0052,3.0,4.0,2024-10-21 01:10:00,Net Banking,2024-10-21,1,0,10
T001244,U0434,P0100,1.0,5.0,2024-11-13 05:54:00,COD,2024-11-13,5,2,11
T001245,U0172,P0006,1.0,3.0,2024-04-11 06:03:00,Credit Card,2024-04-11,6,3,4
T001246,U0238,P0143,2.0,2.0,2024-08-07 05:15:00,COD,2024-08-07,5,2,8
T001247,U0103,P0054,4.0,5.0,2024-09-01 00:45:00,Net Banking,2024-09-01,0,6,9
T001248,U0308,P0188,4.0,2.0,2024-01-15 14:30:00,UPI,2024-01-15,14,0,1
T001249,U0396,P0130,2.0,4.0,2024-10-29 02:28:00,Credit Card,2024-10-29,2,1,10
T001250,U0124,P0023,1.0,4.0,2024-03-31 10:20:00,UPI,2024-03-31,10,6,3
T001251,U0466,P0014,1.0,4.0,2024-10-11 02:46:00,Debit Card,2024-10-11,2,4,10
T001252,U0337,P0022,2.0,4.0,2024-01-29 01:56:00,Debit Card,2024-01-29,1,0,1
T001253,U0220,P0038,3.0,5.0,2024-12-14 10:19:00,COD,2024-12-14,10,5,12
T001254,U0053,P0010,1.0,3.0,2024-12-01 00:51:00,Debit Card,2024-12-01,0,6,12
T001255,U0259,P0168,3.0,5.0,2024-03-07 15:20:00,Debit Card,2024-03-07,15,3,3
T001256,U0342,P0137,2.0,1.0,2024-04-01 14:00:00,Debit Card,2024-04-01,14,0,4
T001257,U0136,P0115,4.0,4.0,2024-07-11 21:54:00,Debit Card,2024-07-11,21,3,7
T001258,U0236,P0039,2.0,2.0,2024-06-25 23:02:00,UPI,2024-06-25,23,1,6
T001259,U0401,P0137,2.0,5.0,2024-10-20 11:44:00,UPI,2024-10-20,11,6,10
T001260,U0270,P0139,1.0,4.0,2024-07-14 06:41:00,UPI,2024-07-14,6,6,7
T001261,U0022,P0112,4.0,4.0,2024-08-09 21:34:00,Credit Card,2024-08-09,21,4,8
T001262,U0259,P0054,3.0,5.0,2024-06-21 03:44:00,COD,2024-06-21,3,4,6
T001263,U0122,P0048,2.0,4.0,2024-05-15 07:52:00,UPI,2024-05-15,7,2,5
T001264,U0171,P0133,2.0,4.0,2024-08-16 10:28:00,UPI,2024-08-16,10,4,8
T001265,U0383,P0130,1.0,5.0,2024-07-24 22:28:00,COD,2024-07-24,22,2,7
T001266,U0192,P0032,1.0,4.0,2024-07-21 09:08:00,UPI,2024-07-21,9,6,7
T001267,U0032,P0172,1.0,4.0,2024-12-20 10:51:00,UPI,2024-12-20,10,4,12
T001268,U0416,P0067,2.0,4.0,2024-03-30 04:51:00,UPI,2024-03-30,4,5,3
T001269,U0392,P0035,2.0,3.0,2024-02-10 05:29:00,Net Banking,2024-02-10,5,5,2
T001270,U0150,P0037,2.0,3.0,2024-05-07 06:39:00,Credit Card,2024-05-07,6,1,5
T001271,U0155,P0174,2.0,4.0,2024-01-16 07:19:00,Debit Card,2024-01-16,7,1,1
T001272,U0485,P0013,3.0,4.0,2024-10-02 14:39:00,COD,2024-10-02,14,2,10
T001273,U0139,P0010,2.0,5.0,2024-04-26 12:51:00,Credit Card,2024-04-26,12,4,4
T001274,U0026,P0094,1.0,3.0,2024-01-17 06:14:00,COD,2024-01-17,6,2,1
T001275,U0450,P0189,4.0,5.0,2024-07-24 17:16:00,UPI,2024-07-24,17,2,7
T001276,U0083,P0156,1.0,5.0,2024-02-24 09:19:00,Debit Card,2024-02-24,9,5,2
T001277,U0473,P0067,3.0,4.0,2024-04-25 07:53:00,COD,2024-04-25,7,3,4
T001278,U0011,P0094,2.0,5.0,2024-02-29 18:14:00,Net Banking,2024-02-29,18,3,2
T001279,U0355,P0085,2.0,3.0,2024-11-18 22:06:00,UPI,2024-11-18,22,0,11
T001280,U0229,P0041,3.0,3.0,2024-12-26 19:13:00,Debit Card,2024-12-26,19,3,12
T001281,U0315,P0025,4.0,4.0,2024-11-25 17:04:00,Debit Card,2024-11-25,17,0,11
T001282,U0138,P0077,1.0,5.0,2024-02-11 05:20:00,Credit Card,2024-02-11,5,6,2
T001283,U0115,P0035,1.0,4.0,2024-03-20 15:44:00,Credit Card,2024-03-20,15,2,3
T001284,U0149,P0143,1.0,4.0,2024-08-30 12:45:00,Credit Card,2024-08-30,12,4,8
T001285,U0112,P0110,4.0,4.0,2024-12-19 06:15:00,Net Banking,2024-12-19,6,3,12
T001286,U0401,P0036,3.0,3.0,2024-06-02 13:38:00,Credit Card,2024-06-02,13,6,6
T001287,U0103,P0129,2.0,5.0,2024-11-13 00:30:00,Debit Card,2024-11-13,0,2,11
T001288,U0287,P0047,2.0,5.0,2024-06-22 16:14:00,UPI,2024-06-22,16,5,6
T001289,U0180,P0139,3.0,4.0,2024-06-05 00:52:00,UPI,2024-06-05,0,2,6
T001290,U0317,P0154,1.0,5.0,2024-03-26 21:55:00,Credit Card,2024-03-26,21,1,3
T001291,U0336,P0074,2.0,4.0,2024-02-18 13:15:00,Debit Card,2024-02-18,13,6,2
T001292,U0428,P0128,4.0,5.0,2024-11-26 10:56:00,UPI,2024-11-26,10,1,11
T001293,U0483,P0153,3.0,3.0,2024-11-07 08:02:00,Debit Card,2024-11-07,8,3,11
T001294,U0101,P0181,3.0,5.0,2024-09-19 01:38:00,Net Banking,2024-09-19,1,3,9
T001295,U0065,P0166,3.0,4.0,2024-01-27 17:42:00,UPI,2024-01-27,17,5,1
T001296,U0102,P0017,3.0,4.0,2024-04-25 21:21:00,UPI,2024-04-25,21,3,4
T001297,U0114,P0124,2.0,3.0,2024-06-01 03:37:00,Debit Card,2024-06-01,3,5,6
T001298,U0110,P0075,1.0,4.0,2024-10-26 07:43:00,Credit Card,2024-10-26,7,5,10
T001299,U0213,P0192,4.0,4.0,2024-11-11 05:16:00,Credit Card,2024-11-11,5,0,11
T001300,U0146,P0173,4.0,5.0,2024-10-31 21:34:00,Debit Card,2024-10-31,21,3,10
T001301,U0040,P0046,3.0,4.0,2024-10-13 23:38:00,COD,2024-10-13,23,6,10
T001302,U0333,P0040,2.0,3.0,2024-06-10 06:30:00,Credit Card,2024-06-10,6,0,6
T001303,U0439,P0195,3.0,3.0,2024-05-31 19:53:00,Credit Card,2024-05-31,19,4,5
T001304,U0447,P0172,4.0,4.0,2024-06-22 21:26:00,COD,2024-06-22,21,5,6
T001305,U0389,P0068,4.0,3.0,2024-12-08 04:09:00,Debit Card,2024-12-08,4,6,12
T001306,U0283,P0150,4.0,3.0,2024-02-18 00:46:00,Net Banking,2024-02-18,0,6,2
